"Date","Latitude","Longitude","Matrix","Subregion","cadmium","copper","mercury","selenium"
2001-03-27,37.708889,-121.298614501953,"water","South Delta",NA,0,NA,NA
2001-03-27,37.774166,-121.382225036621,"water","South Delta",NA,0,NA,NA
2001-03-27,37.785557,-121.534721374512,"water","South Delta",NA,6.5,NA,NA
2001-03-27,37.804722,-121.449447631836,"water","South Delta",NA,3.9,NA,NA
2001-03-27,38.236111,-121.418891906738,"water","East Delta",NA,1.8,NA,NA
2001-03-29,37.675556,-121.264167785645,"water","South Delta",NA,1.4,NA,1.48
2001-04-05,37.675556,-121.264167785645,"water","South Delta",NA,NA,NA,1.78
2001-04-12,37.675556,-121.264167785645,"water","South Delta",NA,NA,NA,2.55
2001-04-17,38.459202,-121.50309753418,"water","Sacramento River",NA,NA,0,NA
2001-04-18,38.434929,-121.525161743164,"water","Sacramento River",0,1.43,0,NA
2001-04-18,38.459202,-121.50309753418,"water","Sacramento River",0,1.3,7e-04,NA
2001-04-19,37.675556,-121.264167785645,"water","South Delta",NA,NA,NA,1.17
2001-04-24,37.708889,-121.298614501953,"water","South Delta",NA,0,NA,NA
2001-04-24,37.774166,-121.382225036621,"water","South Delta",NA,1.1,NA,NA
2001-04-24,37.804722,-121.449447631836,"water","South Delta",NA,2.7,NA,NA
2001-04-24,38.236111,-121.418891906738,"water","East Delta",NA,1,NA,NA
2001-04-26,37.675556,-121.264167785645,"water","South Delta",NA,0,NA,0.6
2001-05-03,37.675556,-121.264167785645,"water","South Delta",NA,NA,NA,0.71
2001-05-10,37.675556,-121.264167785645,"water","South Delta",NA,NA,NA,0.92
2001-05-15,38.434929,-121.525161743164,"water","Sacramento River",NA,NA,5.8e-05,NA
2001-05-15,38.459202,-121.50309753418,"water","Sacramento River",NA,NA,0.00247,NA
2001-05-17,37.675556,-121.264167785645,"water","South Delta",NA,NA,NA,0.7
2001-05-24,37.675556,-121.264167785645,"water","South Delta",NA,NA,NA,0.92
2001-05-29,37.708889,-121.298614501953,"water","South Delta",NA,0,NA,NA
2001-05-29,37.774166,-121.382225036621,"water","South Delta",NA,3.2,NA,NA
2001-05-29,37.785557,-121.534721374512,"water","South Delta",NA,4.3,NA,NA
2001-05-29,37.804722,-121.449447631836,"water","South Delta",NA,3.4,NA,NA
2001-05-29,38.236111,-121.418891906738,"water","East Delta",NA,1.8,NA,NA
2001-05-31,37.675556,-121.264167785645,"water","South Delta",NA,4.1,NA,1.14
2001-06-07,37.675556,-121.264167785645,"water","South Delta",0,3.6,0,1.24
2001-06-14,37.675556,-121.264167785645,"water","South Delta",0,3.3,0,2.11
2001-06-19,38.434929,-121.525161743164,"water","Sacramento River",0.008,1.44,0.00054,NA
2001-06-19,38.459202,-121.50309753418,"water","Sacramento River",0.008,1.36,2.8e-05,NA
2001-06-21,37.675556,-121.264167785645,"water","South Delta",0,0,0,1.2
2001-06-26,37.708889,-121.298614501953,"water","South Delta",0,0,0,NA
2001-06-26,37.774166,-121.382225036621,"water","South Delta",0,11,0,NA
2001-06-26,37.785557,-121.534721374512,"water","South Delta",0,6.2,0,NA
2001-06-26,37.804722,-121.449447631836,"water","South Delta",0,0,0,NA
2001-06-26,38.236111,-121.418891906738,"water","East Delta",0,0,0,NA
2001-06-28,37.675556,-121.264167785645,"water","South Delta",0,0,0,1.09
2001-07-05,37.675556,-121.264167785645,"water","South Delta",NA,NA,NA,1.34
2001-07-11,37.675556,-121.264167785645,"water","South Delta",NA,NA,NA,1.56
2001-07-17,38.434929,-121.525161743164,"water","Sacramento River",NA,NA,0.00496,NA
2001-07-17,38.459202,-121.50309753418,"water","Sacramento River",NA,NA,0.000111,NA
2001-07-19,37.675556,-121.264167785645,"water","South Delta",NA,NA,NA,1.24
2001-07-24,37.708889,-121.298614501953,"water","South Delta",NA,0,NA,NA
2001-07-24,37.774166,-121.382225036621,"water","South Delta",NA,2.2,NA,NA
2001-07-24,37.804722,-121.449447631836,"water","South Delta",NA,2.1,NA,NA
2001-07-24,38.236111,-121.418891906738,"water","East Delta",NA,1.8,NA,NA
2001-07-26,37.675556,-121.264167785645,"water","South Delta",NA,2.8,NA,1.27
2001-08-02,37.675556,-121.264167785645,"water","South Delta",NA,NA,NA,1.2
2001-08-07,38.020542,-121.806266784668,"water","Confluence",0.0112032,2.62482,0.000126,0.08
2001-08-07,38.0597,-121.811264038086,"water","Confluence",0.00970231,3.29968,0.0107798,0.11
2001-08-08,38.050999,-122.098999023438,"water","SW Suisun",0.0690064,2.29529,0.0167081,0.15
2001-08-08,38.067001,-121.93399810791,"water","NE Suisun",0.0394466,6.52024,0.00103801,0.11
2001-08-08,38.116001,-122.040000915527,"water","NW Suisun",0.0787518,2.19888,0.000119,0.07
2001-08-09,37.675556,-121.264167785645,"water","South Delta",NA,NA,NA,1.27
2001-08-14,38.434929,-121.525161743164,"water","Sacramento River",NA,NA,3.4e-05,NA
2001-08-14,38.459202,-121.50309753418,"water","Sacramento River",NA,NA,2.2e-05,NA
2001-08-16,37.675556,-121.264167785645,"water","South Delta",NA,NA,NA,1.15
2001-08-23,37.675556,-121.264167785645,"water","South Delta",NA,NA,NA,1.22
2001-08-28,37.708889,-121.298614501953,"water","South Delta",0,0,NA,NA
2001-08-28,37.774166,-121.382225036621,"water","South Delta",0,0,NA,NA
2001-08-28,37.785557,-121.534721374512,"water","South Delta",0,8.6,NA,NA
2001-08-28,37.804722,-121.449447631836,"water","South Delta",0,0,NA,NA
2001-08-28,38.236111,-121.418891906738,"water","East Delta",0,1.9,NA,NA
2001-08-30,37.675556,-121.264167785645,"water","South Delta",0,1.2,NA,1.02
2001-09-06,37.675556,-121.264167785645,"water","South Delta",NA,NA,NA,1.26
2001-09-13,37.675556,-121.264167785645,"water","South Delta",NA,NA,NA,0.94
2001-09-19,38.434929,-121.525161743164,"water","Sacramento River",NA,NA,3.9e-05,NA
2001-09-19,38.459202,-121.50309753418,"water","Sacramento River",NA,NA,0.00034,NA
2001-09-20,37.675556,-121.264167785645,"water","South Delta",NA,NA,NA,0.67
2001-09-25,37.708889,-121.298614501953,"water","South Delta",0,2.6,0,NA
2001-09-25,37.774166,-121.382225036621,"water","South Delta",0,1.8,0,NA
2001-09-25,37.785557,-121.534721374512,"water","South Delta",0,3.6,0,NA
2001-09-25,37.804722,-121.449447631836,"water","South Delta",0,2.2,0,NA
2001-09-25,38.236111,-121.418891906738,"water","East Delta",0,1.6,0,NA
2001-09-27,37.675556,-121.264167785645,"water","South Delta",0,3.4,0,0.65
2001-10-04,37.675556,-121.264167785645,"water","South Delta",NA,NA,NA,0.65
2001-10-11,37.675556,-121.264167785645,"water","South Delta",NA,NA,NA,0.56
2001-10-17,38.434929,-121.525161743164,"water","Sacramento River",0.017,1.31,0.00091,NA
2001-10-17,38.459202,-121.50309753418,"water","Sacramento River",0.009,2.31,0.00174,NA
2001-10-18,37.675556,-121.264167785645,"water","South Delta",NA,NA,NA,0.73
2001-10-23,37.708889,-121.298614501953,"water","South Delta",0,22,NA,NA
2001-10-23,37.774166,-121.382225036621,"water","South Delta",0,2.1,NA,NA
2001-10-23,37.804722,-121.449447631836,"water","South Delta",0,1.4,NA,NA
2001-10-23,38.236111,-121.418891906738,"water","East Delta",0,0,NA,NA
2001-10-25,37.675556,-121.264167785645,"water","South Delta",0,2.2,0,0.43
2001-11-01,37.675556,-121.264167785645,"water","South Delta",NA,NA,NA,0.57
2001-11-08,37.675556,-121.264167785645,"water","South Delta",NA,NA,NA,0.6
2001-11-14,38.434929,-121.525161743164,"water","Sacramento River",NA,NA,0.000109,NA
2001-11-14,38.459202,-121.50309753418,"water","Sacramento River",NA,NA,9.4e-05,NA
2001-11-15,37.675556,-121.264167785645,"water","South Delta",NA,NA,NA,0.66
2001-11-20,37.675556,-121.264167785645,"water","South Delta",NA,NA,NA,0.71
2001-11-27,37.708889,-121.298614501953,"water","South Delta",0,1.1,0,NA
2001-11-27,37.774166,-121.382225036621,"water","South Delta",0,0,0,NA
2001-11-27,37.804722,-121.449447631836,"water","South Delta",0,1.3,0,NA
2001-11-27,38.236111,-121.418891906738,"water","East Delta",0,1.8,0,NA
2001-11-29,37.675556,-121.264167785645,"water","South Delta",0,0,0,0.62
2001-12-06,37.675556,-121.264167785645,"water","South Delta",NA,NA,NA,0.82
2001-12-13,37.675556,-121.264167785645,"water","South Delta",NA,NA,NA,0.85
2001-12-19,38.434929,-121.525161743164,"water","Sacramento River",NA,NA,0.000172,NA
2001-12-19,38.459202,-121.50309753418,"water","Sacramento River",NA,NA,6.5e-05,NA
2001-12-20,37.675556,-121.264167785645,"water","South Delta",NA,NA,NA,0.86
2001-12-26,37.708889,-121.298614501953,"water","South Delta",0,0,0,NA
2001-12-26,37.774166,-121.382225036621,"water","South Delta",0,1.1,0,NA
2001-12-26,37.804722,-121.449447631836,"water","South Delta",0,4.2,0,NA
2001-12-26,38.236111,-121.418891906738,"water","East Delta",0,1.7,0,NA
2001-12-27,37.675556,-121.264167785645,"water","South Delta",0,2.2,0,0.69
2002-01-03,37.675556,-121.264167785645,"water","South Delta",NA,NA,NA,0.53
2002-01-10,37.675556,-121.264167785645,"water","South Delta",NA,NA,NA,0.81
2002-01-16,38.434929,-121.525161743164,"water","Sacramento River",NA,NA,9.2e-05,NA
2002-01-16,38.459202,-121.50309753418,"water","Sacramento River",NA,NA,8.3e-05,NA
2002-01-17,37.675556,-121.264167785645,"water","South Delta",NA,NA,NA,1.25
2002-01-24,37.675556,-121.264167785645,"water","South Delta",NA,NA,NA,1.36
2002-01-29,37.708889,-121.298614501953,"water","South Delta",0,0,0,NA
2002-01-29,37.774166,-121.382225036621,"water","South Delta",0,0,0,NA
2002-01-29,37.804722,-121.449447631836,"water","South Delta",0,0,0,NA
2002-01-29,38.042782,-121.920127868652,"water","SE Suisun",NA,NA,0.00930758,NA
2002-01-29,38.236111,-121.418891906738,"water","East Delta",0,0,0,NA
2002-01-30,38.042782,-121.920127868652,"water","SE Suisun",NA,NA,0.00880664,NA
2002-01-31,37.675556,-121.264167785645,"water","South Delta",0,NA,0,1.26
2002-02-05,38.459202,-121.50309753418,"water","Sacramento River",0.008,1.25,0,NA
2002-02-06,38.434929,-121.525161743164,"water","Sacramento River",0.018,1.19,4.9e-05,NA
2002-02-06,38.459202,-121.50309753418,"water","Sacramento River",NA,NA,0.003,NA
2002-02-07,37.675556,-121.264167785645,"water","South Delta",NA,NA,NA,2.18
2002-02-14,37.675556,-121.264167785645,"water","South Delta",NA,NA,NA,1.73
2002-02-21,37.675556,-121.264167785645,"water","South Delta",NA,NA,NA,1.77
2002-02-22,38.042782,-121.920127868652,"water","SE Suisun",NA,NA,0.00083741,NA
2002-02-23,38.042782,-121.920127868652,"water","SE Suisun",NA,NA,0.00610925,NA
2002-02-28,37.675556,-121.264167785645,"water","South Delta",0,4.9,0,2.07
2002-03-05,38.434929,-121.525161743164,"water","Sacramento River",NA,NA,0.0037,NA
2002-03-05,38.459202,-121.50309753418,"water","Sacramento River",NA,NA,9e-04,NA
2002-03-06,38.434929,-121.525161743164,"water","Sacramento River",NA,NA,6.2e-05,NA
2002-03-06,38.459202,-121.50309753418,"water","Sacramento River",NA,NA,9e-06,NA
2002-03-07,37.675556,-121.264167785645,"water","South Delta",NA,NA,NA,2.62
2002-03-14,37.675556,-121.264167785645,"water","South Delta",NA,NA,NA,2.79
2002-03-21,37.675556,-121.264167785645,"water","South Delta",NA,NA,NA,2.07
2002-03-26,37.708889,-121.298614501953,"water","South Delta",0,3.9,0,NA
2002-03-26,37.774166,-121.382225036621,"water","South Delta",0,1.7,0,NA
2002-03-26,37.804722,-121.449447631836,"water","South Delta",0,2,0,NA
2002-03-26,38.236111,-121.418891906738,"water","East Delta",0,1.5,0,NA
2002-03-28,37.675556,-121.264167785645,"water","South Delta",0,1.5,0,1.6
2002-04-03,38.434929,-121.525161743164,"water","Sacramento River",NA,NA,6.7e-05,NA
2002-04-03,38.459202,-121.50309753418,"water","Sacramento River",NA,NA,2.5e-05,NA
2002-04-04,37.675556,-121.264167785645,"water","South Delta",NA,NA,NA,1.44
2002-04-11,37.675556,-121.264167785645,"water","South Delta",NA,NA,NA,1.18
2002-04-18,37.675556,-121.264167785645,"water","South Delta",NA,NA,NA,0.65
2002-04-23,37.708889,-121.298614501953,"water","South Delta",0,0,0,NA
2002-04-23,37.774166,-121.382225036621,"water","South Delta",0,2.1,0,NA
2002-04-23,37.785557,-121.534721374512,"water","South Delta",0,5.1,0,NA
2002-04-23,37.804722,-121.449447631836,"water","South Delta",0,1.5,0,NA
2002-04-23,38.236111,-121.418891906738,"water","East Delta",0,1.6,0,NA
2002-04-25,37.675556,-121.264167785645,"water","South Delta",0,0,0,0.77
2002-05-02,37.675556,-121.264167785645,"water","South Delta",NA,NA,NA,0.88
2002-05-08,38.434929,-121.525161743164,"water","Sacramento River",NA,NA,0.0022,NA
2002-05-08,38.459202,-121.50309753418,"water","Sacramento River",NA,NA,7e-04,NA
2002-05-09,37.675556,-121.264167785645,"water","South Delta",NA,NA,NA,0.5
2002-05-16,37.675556,-121.264167785645,"water","South Delta",NA,NA,NA,0.57
2002-05-23,37.675556,-121.264167785645,"water","South Delta",NA,NA,NA,0.76
2002-05-28,37.708889,-121.298614501953,"water","South Delta",0,1.2,0,NA
2002-05-28,37.774166,-121.382225036621,"water","South Delta",0,4,0,NA
2002-05-28,37.804722,-121.449447631836,"water","South Delta",0,4.5,0,NA
2002-05-28,38.236111,-121.418891906738,"water","East Delta",0,2.2,0,NA
2002-05-30,37.675556,-121.264167785645,"water","South Delta",0,1.6,0,0.64
2002-06-04,38.434929,-121.525161743164,"water","Sacramento River",NA,NA,7e-04,NA
2002-06-05,38.434929,-121.525161743164,"water","Sacramento River",0.01,1.35,0,NA
2002-06-05,38.459202,-121.50309753418,"water","Sacramento River",0.029,1.28,0,NA
2002-06-06,37.675556,-121.264167785645,"water","South Delta",NA,NA,NA,1.11
2002-06-10,38.222778,-121.034721374512,"water","East Delta",0,0,0,NA
2002-06-11,38.236111,-121.418891906738,"water","East Delta",0,0,0,NA
2002-06-11,38.459202,-121.50309753418,"water","Sacramento River",NA,NA,8e-04,NA
2002-06-13,37.675556,-121.264167785645,"water","South Delta",NA,NA,NA,0.5
2002-06-18,37.708889,-121.298614501953,"water","South Delta",0,0,0,NA
2002-06-18,37.774166,-121.382225036621,"water","South Delta",0,1.6,0,NA
2002-06-18,37.785557,-121.534721374512,"water","South Delta",0,1.5,0,NA
2002-06-18,37.804722,-121.449447631836,"water","South Delta",0,0,0,NA
2002-06-18,38.236111,-121.418891906738,"water","East Delta",0,1.2,0,NA
2002-06-20,37.675556,-121.264167785645,"water","South Delta",0,3.3,0,1.49
2002-06-24,38.222778,-121.034721374512,"water","East Delta",0,0,0,NA
2002-06-25,38.236111,-121.418891906738,"water","East Delta",0,2.6,0,NA
2002-06-27,37.675556,-121.264167785645,"water","South Delta",NA,NA,NA,1.2
2002-07-03,37.675556,-121.264167785645,"water","South Delta",NA,NA,NA,1.56
2002-07-10,38.434929,-121.525161743164,"water","Sacramento River",NA,NA,0.000135,NA
2002-07-10,38.459202,-121.50309753418,"water","Sacramento River",NA,NA,4.6e-05,NA
2002-07-11,37.675556,-121.264167785645,"water","South Delta",NA,NA,NA,1.43
2002-07-18,37.675556,-121.264167785645,"water","South Delta",NA,NA,NA,1.14
2002-07-25,37.675556,-121.264167785645,"water","South Delta",NA,NA,NA,1.29
2002-07-29,38.056087,-121.975814819336,"water","SE Suisun",0.0457412,3.99396,0.000703262,0.123
2002-07-29,38.056904,-122.104866027832,"water","NW Suisun",0.0588484,1.94316,0,0.133
2002-07-29,38.077637,-122.061103820801,"water","NW Suisun",0.0474833,5.03445,0,0.158
2002-07-29,38.10297,-122.05485534668,"water","NW Suisun",0.0508653,6.14758,0,0.188
2002-07-30,38.020542,-121.806266784668,"water","Confluence",0.0103404,1.50703,0,0.105
2002-07-30,38.0597,-121.811264038086,"water","Confluence",0.0136382,1.43617,0,0.133
2002-08-01,37.675556,-121.264167785645,"water","South Delta",NA,NA,NA,0.948
2002-08-07,38.434929,-121.525161743164,"water","Sacramento River",NA,NA,3.9e-05,NA
2002-08-07,38.459202,-121.50309753418,"water","Sacramento River",NA,NA,7e-04,NA
2002-08-08,37.675556,-121.264167785645,"water","South Delta",NA,NA,NA,1.76
2002-08-15,37.675556,-121.264167785645,"water","South Delta",NA,NA,NA,1.32
2002-08-22,37.675556,-121.264167785645,"water","South Delta",NA,NA,NA,1.33
2002-08-29,37.675556,-121.264167785645,"water","South Delta",NA,NA,NA,1.16
2002-09-04,38.434929,-121.525161743164,"water","Sacramento River",NA,NA,7.7e-05,NA
2002-09-04,38.459202,-121.50309753418,"water","Sacramento River",NA,NA,2.7e-05,NA
2002-09-05,37.675556,-121.264167785645,"water","South Delta",NA,NA,NA,1.05
2002-09-12,37.675556,-121.264167785645,"water","South Delta",NA,NA,NA,1.41
2002-09-19,37.675556,-121.264167785645,"water","South Delta",NA,NA,NA,1.15
2002-09-24,37.708889,-121.298614501953,"water","South Delta",0,1.6,0,NA
2002-09-24,37.774166,-121.382225036621,"water","South Delta",0,2.7,0,NA
2002-09-24,37.785557,-121.534721374512,"water","South Delta",0,3.1,0,NA
2002-09-24,37.804722,-121.449447631836,"water","South Delta",0,5.4,0,NA
2002-09-24,38.236111,-121.418891906738,"water","East Delta",0,4.8,0,NA
2002-09-26,37.675556,-121.264167785645,"water","South Delta",0,2.3,0,0.851
2002-10-02,38.434929,-121.525161743164,"water","Sacramento River",0.009,1.02,6e-04,NA
2002-10-02,38.459202,-121.50309753418,"water","Sacramento River",0,0.93,0.0023,NA
2002-10-03,37.675556,-121.264167785645,"water","South Delta",NA,NA,NA,1.1
2002-10-10,37.675556,-121.264167785645,"water","South Delta",NA,NA,NA,1.04
2002-10-17,37.675556,-121.264167785645,"water","South Delta",NA,NA,NA,1.18
2002-10-22,38.222778,-121.034721374512,"water","East Delta",NA,NA,NA,0
2002-10-22,38.236111,-121.418891906738,"water","East Delta",NA,NA,NA,0
2002-10-24,37.675556,-121.264167785645,"water","South Delta",NA,NA,NA,0.59
2002-10-29,37.708889,-121.298614501953,"water","South Delta",0,1.1,0,3.35
2002-10-29,37.774166,-121.382225036621,"water","South Delta",0,0,0,1.14
2002-10-29,37.785557,-121.534721374512,"water","South Delta",0,7.8,0,0
2002-10-29,37.804722,-121.449447631836,"water","South Delta",0,1.7,0,0.606
2002-10-29,38.236111,-121.418891906738,"water","East Delta",0,2.8,0,0
2002-10-31,37.675556,-121.264167785645,"water","South Delta",0,1.3,0,1.07
2002-11-06,38.434929,-121.525161743164,"water","Sacramento River",NA,NA,3.3e-05,NA
2002-11-06,38.459202,-121.50309753418,"water","Sacramento River",NA,NA,4.6e-05,NA
2002-11-07,37.675556,-121.264167785645,"water","South Delta",NA,NA,NA,1.01
2002-11-14,37.675556,-121.264167785645,"water","South Delta",NA,NA,NA,1.14
2002-11-19,37.708889,-121.298614501953,"water","South Delta",0,0,0,NA
2002-11-19,37.774166,-121.382225036621,"water","South Delta",0,0,0,NA
2002-11-19,37.804722,-121.449447631836,"water","South Delta",0,0,0,NA
2002-11-19,38.236111,-121.418891906738,"water","East Delta",0,0,0,NA
2002-11-21,37.675556,-121.264167785645,"water","South Delta",0,0,0,1.07
2002-11-26,37.675556,-121.264167785645,"water","South Delta",NA,NA,NA,0.86
2002-12-04,38.434929,-121.525161743164,"water","Sacramento River",NA,NA,6.6e-05,NA
2002-12-04,38.459202,-121.50309753418,"water","Sacramento River",NA,NA,9e-04,NA
2002-12-05,37.675556,-121.264167785645,"water","South Delta",NA,NA,NA,0.85
2002-12-12,37.675556,-121.264167785645,"water","South Delta",NA,NA,NA,1.47
2002-12-18,38.042782,-121.920127868652,"water","SE Suisun",0.0222747,1.48416,0.0023858,NA
2002-12-19,37.675556,-121.264167785645,"water","South Delta",NA,NA,NA,1.04
2002-12-19,38.042782,-121.920127868652,"water","SE Suisun",0.0236823,1.61597,0.00822454,NA
2002-12-20,38.042782,-121.920127868652,"water","SE Suisun",0.0200154,1.65231,0.00216842,NA
2002-12-21,38.042782,-121.920127868652,"water","SE Suisun",NA,NA,0.0133978,NA
2002-12-22,38.042782,-121.920127868652,"water","SE Suisun",NA,NA,0.00374911,NA
2002-12-23,38.042782,-121.920127868652,"water","SE Suisun",NA,NA,0.003814,NA
2002-12-24,37.675556,-121.264167785645,"water","South Delta",NA,NA,NA,1.08
2003-01-02,37.675556,-121.264167785645,"water","South Delta",NA,NA,NA,0.921
2003-01-04,38.042782,-121.920127868652,"water","SE Suisun",NA,NA,0.00372979,NA
2003-01-05,38.042782,-121.920127868652,"water","SE Suisun",NA,NA,0.0111493,NA
2003-01-06,38.042782,-121.920127868652,"water","SE Suisun",NA,NA,0.0115412,NA
2003-01-08,38.434929,-121.525161743164,"water","Sacramento River",NA,NA,5.1e-05,NA
2003-01-08,38.459202,-121.50309753418,"water","Sacramento River",NA,NA,5e-05,NA
2003-01-09,37.675556,-121.264167785645,"water","South Delta",NA,NA,NA,1.31
2003-01-16,37.675556,-121.264167785645,"water","South Delta",NA,NA,NA,0.836
2003-01-23,37.675556,-121.264167785645,"water","South Delta",NA,NA,NA,1.2
2003-01-30,37.675556,-121.264167785645,"water","South Delta",NA,NA,NA,0.656
2003-02-05,38.434929,-121.525161743164,"water","Sacramento River",0,1.53,0.000251,NA
2003-02-05,38.459202,-121.50309753418,"water","Sacramento River",0,1.45,8.5e-05,NA
2003-02-06,37.675556,-121.264167785645,"water","South Delta",NA,NA,NA,1.22
2003-02-13,37.675556,-121.264167785645,"water","South Delta",NA,NA,NA,2.4
2003-02-16,38.459202,-121.50309753418,"water","Sacramento River",0,1.03,9.4e-05,NA
2003-02-20,37.675556,-121.264167785645,"water","South Delta",NA,NA,NA,2.48
2003-02-27,37.675556,-121.264167785645,"water","South Delta",NA,NA,NA,2.21
2003-03-05,38.434929,-121.525161743164,"water","Sacramento River",NA,NA,2.7e-05,NA
2003-03-05,38.459202,-121.50309753418,"water","Sacramento River",NA,NA,9e-04,NA
2003-03-06,37.675556,-121.264167785645,"water","South Delta",NA,NA,NA,2.49
2003-03-13,37.675556,-121.264167785645,"water","South Delta",NA,NA,NA,2.75
2003-03-15,38.459202,-121.50309753418,"water","Sacramento River",0.008,1.22,6.6e-05,NA
2003-03-20,37.675556,-121.264167785645,"water","South Delta",NA,NA,NA,2.22
2003-03-25,37.708889,-121.298614501953,"water","South Delta",0,0,0,NA
2003-03-25,37.774166,-121.382225036621,"water","South Delta",0,1.7,0,NA
2003-03-25,37.785557,-121.534721374512,"water","South Delta",0,5.3,0,NA
2003-03-25,37.804722,-121.449447631836,"water","South Delta",0,2.7,0,NA
2003-03-25,38.236111,-121.418891906738,"water","East Delta",0,1.7,0,NA
2003-03-27,37.675556,-121.264167785645,"water","South Delta",NA,2.6,0,1.79
2003-04-02,38.434929,-121.525161743164,"water","Sacramento River",NA,NA,3.7e-05,NA
2003-04-02,38.459202,-121.50309753418,"water","Sacramento River",NA,NA,8.9e-05,NA
2003-04-03,37.675556,-121.264167785645,"water","South Delta",NA,NA,NA,0.968
2003-04-10,37.675556,-121.264167785645,"water","South Delta",NA,NA,NA,1.93
2003-04-17,37.675556,-121.264167785645,"water","South Delta",NA,NA,NA,0.674
2003-04-22,37.708889,-121.298614501953,"water","South Delta",0,1.5,0,NA
2003-04-22,37.774166,-121.382225036621,"water","South Delta",0,2.7,0,NA
2003-04-22,37.804722,-121.449447631836,"water","South Delta",0,2.4,0,NA
2003-04-22,38.236111,-121.418891906738,"water","East Delta",0,1.8,0,NA
2003-04-24,37.675556,-121.264167785645,"water","South Delta",0,NA,0,0.985
2003-05-01,37.675556,-121.264167785645,"water","South Delta",NA,NA,NA,0.829
2003-05-05,38.042782,-121.920127868652,"water","SE Suisun",NA,NA,0.00434268,NA
2003-05-06,38.042782,-121.920127868652,"water","SE Suisun",NA,NA,0.00572588,NA
2003-05-07,38.434929,-121.525161743164,"water","Sacramento River",NA,NA,0.000133,NA
2003-05-07,38.459202,-121.50309753418,"water","Sacramento River",NA,NA,0,NA
2003-05-08,37.675556,-121.264167785645,"water","South Delta",NA,NA,NA,0.952
2003-05-15,37.675556,-121.264167785645,"water","South Delta",NA,NA,NA,0.812
2003-05-22,37.675556,-121.264167785645,"water","South Delta",NA,NA,NA,0.864
2003-05-27,37.708889,-121.298614501953,"water","South Delta",0,2.5,0,NA
2003-05-27,37.774166,-121.382225036621,"water","South Delta",0,3,0,NA
2003-05-27,37.785557,-121.534721374512,"water","South Delta",0,10,0,NA
2003-05-27,37.804722,-121.449447631836,"water","South Delta",0,3.3,0,NA
2003-05-27,38.236111,-121.418891906738,"water","East Delta",0,2.9,0,NA
2003-05-29,37.675556,-121.264167785645,"water","South Delta",0,3.5,0,0.931
2003-06-05,37.675556,-121.264167785645,"water","South Delta",NA,NA,NA,0.597
2003-06-11,38.434929,-121.525161743164,"water","Sacramento River",0,3.31,3.1e-05,NA
2003-06-11,38.459202,-121.50309753418,"water","Sacramento River",0.02,2.83,8e-04,NA
2003-06-12,37.675556,-121.264167785645,"water","South Delta",NA,NA,NA,0.533
2003-06-19,37.675556,-121.264167785645,"water","South Delta",NA,NA,NA,0.485
2003-06-24,37.708889,-121.298614501953,"water","South Delta",0,2.1,0,NA
2003-06-24,37.774166,-121.382225036621,"water","South Delta",0,1.6,0,NA
2003-06-24,37.804722,-121.449447631836,"water","South Delta",0,3.3,0,NA
2003-06-24,38.236111,-121.418891906738,"water","East Delta",0,1.9,0.21,NA
2003-06-26,37.675556,-121.264167785645,"water","South Delta",0,2.4,0,0.642
2003-07-03,37.675556,-121.264167785645,"water","South Delta",NA,NA,NA,0.798
2003-07-10,37.675556,-121.264167785645,"water","South Delta",NA,NA,NA,1.41
2003-07-17,37.675556,-121.264167785645,"water","South Delta",NA,NA,NA,0.983
2003-07-24,37.675556,-121.264167785645,"water","South Delta",NA,NA,NA,0.726
2003-07-31,37.675556,-121.264167785645,"water","South Delta",NA,NA,NA,0.831
2003-08-06,38.434929,-121.525161743164,"water","Sacramento River",NA,NA,0.0042,NA
2003-08-06,38.459202,-121.50309753418,"water","Sacramento River",NA,NA,6.8e-05,NA
2003-08-07,37.675556,-121.264167785645,"water","South Delta",NA,NA,NA,0.925
2003-08-14,37.675556,-121.264167785645,"water","South Delta",NA,NA,NA,0.913
2003-08-14,38.058826,-121.944618225098,"water","SE Suisun",NA,1.41515,6.06122e-05,0.101
2003-08-14,38.068298,-121.991271972656,"water","NE Suisun",0.0144352,3.91209,0,0.067
2003-08-14,38.07383,-122.084632873535,"water","NW Suisun",0.0350351,4.70081,0,0.095
2003-08-14,38.081688,-122.065414428711,"water","NW Suisun",0.0286791,1.63682,0,0.049
2003-08-15,38.020542,-121.806266784668,"water","Confluence",0.00783497,2.62459,8.10585e-05,0.03
2003-08-15,38.0597,-121.811264038086,"water","Confluence",0.0115593,3.37602,0.00032,0.03
2003-08-21,37.675556,-121.264167785645,"water","South Delta",NA,NA,NA,0.602
2003-08-28,37.675556,-121.264167785645,"water","South Delta",NA,NA,NA,0.791
2003-09-04,37.675556,-121.264167785645,"water","South Delta",NA,NA,NA,0.811
2003-09-11,37.675556,-121.264167785645,"water","South Delta",NA,NA,NA,0.939
2003-09-18,37.675556,-121.264167785645,"water","South Delta",NA,NA,NA,0.578
2003-09-25,37.675556,-121.264167785645,"water","South Delta",NA,NA,NA,0.594
2003-10-02,37.675556,-121.264167785645,"water","South Delta",NA,NA,NA,0.924
2003-10-09,37.675556,-121.264167785645,"water","South Delta",NA,NA,NA,0.725
2003-10-15,38.434929,-121.525161743164,"water","Sacramento River",0,1.07,0,NA
