"Date","Latitude","Longitude","Matrix","Subregion","chlorpyrifos","malathion","phorate","diazinon","dichlorvos","diazoxon"
1995-01-09,38.58056,-121.5086,"water","Sacramento River",0,0,0,NA,NA,NA
1995-01-24,37.67555,-121.2655,"water","South Delta",NA,0,0,NA,NA,NA
1995-02-02,37.67555,-121.2655,"water","South Delta",0.009,0,0,0.045,NA,NA
1995-02-09,37.67555,-121.2655,"water","South Delta",0,0,0,0.014,NA,NA
1995-02-14,37.67555,-121.2655,"water","South Delta",0,0,0,0.009,NA,NA
1995-02-14,38.116001,-122.040000915527,"water","NW Suisun",6.7e-05,NA,NA,0.0071,NA,NA
1995-02-14,38.11708,-122.0397,"water","NW Suisun",6.7e-05,NA,NA,0,NA,NA
1995-02-15,37.67555,-121.2655,"water","South Delta",0,0,0,0.013,NA,NA
1995-02-15,38.020542,-121.806266784668,"water","Confluence",1.3e-05,NA,NA,0.0076,NA,NA
1995-02-15,38.021,-121.805,"water","Confluence",1.3e-05,NA,NA,0,NA,NA
1995-02-15,38.05944,-121.8097,"water","Confluence",0.02650225,NA,NA,3.9039,NA,NA
1995-02-15,38.0597,-121.811264038086,"water","Confluence",5.75e-05,NA,NA,5.7e-05,NA,NA
1995-02-24,37.67555,-121.2655,"water","South Delta",0,0,0,0.004,NA,NA
1995-03-02,37.67555,-121.2655,"water","South Delta",0,0,0,0.006,NA,NA
1995-03-02,38.52916,-121.5278,"water","Sacramento River",0,0,0,0.35,NA,NA
1995-03-02,38.6005,-121.4847,"water","Sacramento River",0,0,0,0.44,NA,NA
1995-03-08,38.52916,-121.5278,"water","Sacramento River",0,0,0,0.19,NA,NA
1995-03-08,38.6005,-121.4847,"water","Sacramento River",0,0,0,0,NA,NA
1995-03-12,37.67555,-121.2655,"water","South Delta",0.018,0,0,0.021,NA,NA
1995-03-21,37.67555,-121.2655,"water","South Delta",0.026,0,0,0.01,NA,NA
1995-04-18,38.020542,-121.806266784668,"water","Confluence",0.00024,NA,NA,0.0046,NA,NA
1995-04-18,38.021,-121.805,"water","Confluence",0.00024,NA,NA,0,NA,NA
1995-04-18,38.05944,-121.8097,"water","Confluence",0.0265345,NA,NA,1.95195,NA,NA
1995-04-18,38.0597,-121.811264038086,"water","Confluence",5.7e-05,NA,NA,0.0039,NA,NA
1995-04-20,38.116001,-122.040000915527,"water","NW Suisun",5.3e-05,NA,NA,0.0027,NA,NA
1995-04-20,38.11708,-122.0397,"water","NW Suisun",0.00011,NA,NA,0,NA,NA
1995-08-22,38.116001,-122.040000915527,"water","NW Suisun",2.9e-05,NA,NA,0.0018,NA,NA
1995-08-22,38.11708,-122.0397,"water","NW Suisun",0,NA,NA,0.0018,NA,NA
1995-08-23,38.020542,-121.806266784668,"water","Confluence",1.1e-06,NA,NA,0.0019,NA,NA
1995-08-23,38.021,-121.805,"water","Confluence",1.9e-05,NA,NA,0,NA,NA
1995-08-23,38.05944,-121.8097,"water","Confluence",0.00901025,NA,NA,0.75,NA,NA
1995-08-23,38.0597,-121.811264038086,"water","Confluence",2.05e-05,NA,NA,0,NA,NA
1995-12-11,38.52916,-121.5278,"water","Sacramento River",0.05,0,0,0.29,NA,NA
1995-12-11,38.6005,-121.4847,"water","Sacramento River",0.22,0,0,0.13,NA,NA
1996-01-20,38.52916,-121.5278,"water","Sacramento River",0.05,0,0,0.96,NA,NA
1996-01-20,38.6005,-121.4847,"water","Sacramento River",0.05,0,0,0.77,NA,NA
1996-02-13,38.116001,-122.040000915527,"water","NW Suisun",0.00036,NA,NA,0.05835,NA,NA
1996-02-13,38.11708,-122.0397,"water","NW Suisun",0.00036,NA,NA,0.058,NA,NA
1996-02-14,38.020542,-121.806266784668,"water","Confluence",0.00044,NA,NA,0,NA,NA
1996-02-14,38.021,-121.805,"water","Confluence",0.00044,NA,NA,0.025,NA,NA
1996-02-14,38.05944,-121.8097,"water","Confluence",0.1606605,NA,NA,13.013,NA,NA
1996-02-14,38.0597,-121.811264038086,"water","Confluence",0.000321,NA,NA,0.026,NA,NA
1996-03-04,38.52916,-121.5278,"water","Sacramento River",0.06,0,0,0.25,NA,NA
1996-03-04,38.6005,-121.4847,"water","Sacramento River",0,0,0,0.1,NA,NA
1996-03-05,38.6005,-121.4847,"water","Sacramento River",0,0,0,0,NA,NA
1996-04-01,38.52916,-121.5278,"water","Sacramento River",0,0,0,0.43,NA,NA
1996-04-01,38.6005,-121.4847,"water","Sacramento River",0,0,0,0,NA,NA
1996-04-23,38.020542,-121.806266784668,"water","Confluence",0.00027,NA,NA,0.0021,NA,NA
1996-04-23,38.021,-121.805,"water","Confluence",0.00027,NA,NA,0.0021,NA,NA
1996-04-23,38.05944,-121.8097,"water","Confluence",0.00018,NA,NA,0.00185,NA,NA
1996-04-23,38.0597,-121.811264038086,"water","Confluence",0.00036,NA,NA,0.0037,NA,NA
1996-04-24,38.116001,-122.040000915527,"water","NW Suisun",4e-04,NA,NA,0.005,NA,NA
1996-04-24,38.11708,-122.0397,"water","NW Suisun",3.6e-05,NA,NA,0,NA,NA
1996-07-22,38.020542,-121.806266784668,"water","Confluence",3.41e-05,NA,NA,0.0032,NA,NA
1996-07-22,38.021,-121.805,"water","Confluence",2.8e-05,NA,NA,0.0032,NA,NA
1996-07-22,38.05944,-121.8097,"water","Confluence",0.01901885,NA,NA,2.25225,NA,NA
1996-07-22,38.0597,-121.811264038086,"water","Confluence",3.77e-05,NA,NA,2.3e-05,NA,NA
1996-07-23,38.116001,-122.040000915527,"water","NW Suisun",1.5e-05,NA,NA,0.0064,NA,NA
1996-07-23,38.11708,-122.0397,"water","NW Suisun",0,NA,NA,0.0064,NA,NA
1996-10-29,37.96667,-121.3111,"water","South Delta",0,NA,NA,0.129,NA,NA
1996-10-29,38.01389,-121.3494,"water","South Delta",0.067,NA,NA,0.304,NA,NA
1996-11-15,38.45602,-121.5013,"water","Sacramento River",0,0,0,0,NA,NA
1996-12-02,37.67555,-121.2655,"water","South Delta",0,0,NA,0,NA,NA
1996-12-04,37.67555,-121.2655,"water","South Delta",0,0,NA,0,NA,NA
1996-12-06,37.67555,-121.2655,"water","South Delta",0,0,NA,0,NA,NA
1996-12-17,38.45602,-121.5013,"water","Sacramento River",0,0,0,0,NA,NA
1997-01-06,38.45602,-121.5013,"water","Sacramento River",0,0,0,0,NA,NA
1997-01-09,37.67555,-121.2655,"water","South Delta",0,0,0,NA,NA,NA
1997-01-20,37.67555,-121.2655,"water","South Delta",0,0,NA,0,NA,NA
1997-01-20,38.434929,-121.525161743164,"water","Sacramento River",NA,NA,NA,0,NA,NA
1997-01-20,38.459202,-121.50309753418,"water","Sacramento River",NA,NA,NA,0,NA,NA
1997-01-22,37.67555,-121.2655,"water","South Delta",0,0,NA,0,NA,NA
1997-01-24,37.67555,-121.2655,"water","South Delta",0,0,NA,0.07,NA,NA
1997-01-27,37.67555,-121.2655,"water","South Delta",0,0,NA,0.051,NA,NA
1997-01-28,38.116001,-122.040000915527,"water","NW Suisun",0.00046,NA,NA,0.00053,NA,NA
1997-01-28,38.11708,-122.0397,"water","NW Suisun",2.1e-05,NA,NA,0.00053,NA,NA
1997-01-29,37.67555,-121.2655,"water","South Delta",0,0,NA,0.05,NA,NA
1997-01-29,38.020542,-121.806266784668,"water","Confluence",1.4e-05,NA,NA,0.03132,NA,NA
1997-01-29,38.021,-121.805,"water","Confluence",1.4e-05,NA,NA,0.03132,NA,NA
1997-01-29,38.05944,-121.8097,"water","Confluence",0.179165,NA,NA,18.8635,NA,NA
1997-01-29,38.0597,-121.811264038086,"water","Confluence",0.000358,NA,NA,0.03769,NA,NA
1997-01-31,37.67555,-121.2655,"water","South Delta",0,0,NA,0,NA,NA
1997-02-03,37.67555,-121.2655,"water","South Delta",0,0,NA,0,NA,NA
1997-02-04,37.67555,-121.2655,"water","South Delta",0,NA,0,NA,NA,NA
1997-02-05,37.67555,-121.2655,"water","South Delta",0,0,NA,0,NA,NA
1997-02-07,37.67555,-121.2655,"water","South Delta",0,0,NA,0,NA,NA
1997-02-10,37.67555,-121.2655,"water","South Delta",0,0,NA,0,NA,NA
1997-02-11,38.45602,-121.5013,"water","Sacramento River",0,0,0,0.015,NA,NA
1997-02-12,37.67555,-121.2655,"water","South Delta",0,0,NA,0,NA,NA
1997-02-14,37.67555,-121.2655,"water","South Delta",0,0,NA,0,NA,NA
1997-02-17,37.67555,-121.2655,"water","South Delta",0,0,NA,0,NA,NA
1997-02-18,38.459202,-121.50309753418,"water","Sacramento River",NA,NA,NA,0.042,NA,NA
1997-02-19,37.67555,-121.2655,"water","South Delta",0,0,NA,0,NA,NA
1997-02-21,37.67555,-121.2655,"water","South Delta",0,0,NA,0,NA,NA
1997-02-24,37.67555,-121.2655,"water","South Delta",0,0,NA,0,NA,NA
1997-02-26,37.67555,-121.2655,"water","South Delta",0,0,NA,0,NA,NA
1997-02-28,37.67555,-121.2655,"water","South Delta",0,0,NA,0,NA,NA
1997-03-03,37.67555,-121.2655,"water","South Delta",0,0,NA,0,NA,NA
1997-03-05,37.67555,-121.2655,"water","South Delta",0,0,0,0,NA,NA
1997-03-07,37.67555,-121.2655,"water","South Delta",0,0,NA,0,NA,NA
1997-03-11,38.45602,-121.5013,"water","Sacramento River",0,0,0,0.005,NA,NA
1997-03-18,38.434929,-121.525161743164,"water","Sacramento River",NA,NA,NA,0.039,NA,NA
1997-03-18,38.459202,-121.50309753418,"water","Sacramento River",NA,NA,NA,0,NA,NA
1997-04-08,37.67555,-121.2655,"water","South Delta",NA,NA,0,NA,NA,NA
1997-04-14,38.45602,-121.5013,"water","Sacramento River",0,0,0,0,NA,NA
1997-04-22,38.116001,-122.040000915527,"water","NW Suisun",0.000221,NA,NA,0,NA,NA
1997-04-22,38.11708,-122.0397,"water","NW Suisun",0.000221,NA,NA,0.0017,NA,NA
1997-04-22,38.434929,-121.525161743164,"water","Sacramento River",NA,NA,NA,0,NA,NA
1997-04-22,38.459202,-121.50309753418,"water","Sacramento River",NA,NA,NA,0,NA,NA
1997-04-23,38.020542,-121.806266784668,"water","Confluence",0,NA,NA,0.0014,NA,NA
1997-04-23,38.021,-121.805,"water","Confluence",0.00029,NA,NA,0.0014,NA,NA
1997-04-23,38.05944,-121.8097,"water","Confluence",0.4569565,NA,NA,0.9,NA,NA
1997-04-23,38.0597,-121.811264038086,"water","Confluence",9e-04,NA,NA,0.0018,NA,NA
1997-04-28,38.45602,-121.5013,"water","Sacramento River",0,0,0,0,NA,NA
1997-05-07,37.67555,-121.2655,"water","South Delta",NA,0,0,NA,NA,NA
1997-05-08,38.45602,-121.5013,"water","Sacramento River",0,0,0,0.005,NA,NA
1997-05-20,38.434929,-121.525161743164,"water","Sacramento River",NA,NA,NA,0,NA,NA
1997-05-20,38.459202,-121.50309753418,"water","Sacramento River",NA,NA,NA,0,NA,NA
1997-05-22,38.45602,-121.5013,"water","Sacramento River",0,0,0,0,NA,NA
1997-06-05,38.45602,-121.5013,"water","Sacramento River",0,0,0,0,NA,NA
1997-06-11,37.67555,-121.2655,"water","South Delta",NA,0,0,NA,NA,NA
1997-06-20,38.45602,-121.5013,"water","Sacramento River",0,0,0,0,NA,NA
1997-07-09,37.67555,-121.2655,"water","South Delta",NA,0,0,0,NA,NA
1997-07-14,38.45602,-121.5013,"water","Sacramento River",0,0,0,0,NA,NA
1997-07-22,38.434929,-121.525161743164,"water","Sacramento River",NA,NA,NA,0,NA,NA
1997-07-22,38.459202,-121.50309753418,"water","Sacramento River",NA,NA,NA,0,NA,NA
1997-07-29,38.45602,-121.5013,"water","Sacramento River",0,0,0,0,NA,NA
1997-08-05,38.116001,-122.040000915527,"water","NW Suisun",0.00023,NA,NA,0.00054,NA,NA
1997-08-05,38.11708,-122.0397,"water","NW Suisun",0.00023,NA,NA,0,NA,NA
1997-08-06,38.020542,-121.806266784668,"water","Confluence",0.00014,NA,NA,0.00252,NA,NA
1997-08-06,38.021,-121.805,"water","Confluence",5e-04,NA,NA,0.0017,NA,NA
1997-08-06,38.05944,-121.8097,"water","Confluence",0.47516,NA,NA,1.5015,NA,NA
1997-08-06,38.0597,-121.811264038086,"water","Confluence",0.00032,NA,NA,0.002,NA,NA
1997-08-07,37.67555,-121.2655,"water","South Delta",NA,NA,0,NA,NA,NA
1997-08-12,38.45602,-121.5013,"water","Sacramento River",0,0,0,0,NA,NA
1997-08-19,38.434929,-121.525161743164,"water","Sacramento River",NA,NA,NA,0,NA,NA
1997-08-19,38.459202,-121.50309753418,"water","Sacramento River",NA,NA,NA,0,NA,NA
1997-09-16,38.434929,-121.525161743164,"water","Sacramento River",NA,NA,NA,0,NA,NA
1997-09-16,38.459202,-121.50309753418,"water","Sacramento River",NA,NA,NA,0,NA,NA
1997-09-23,38.45602,-121.5013,"water","Sacramento River",0,0,0,0,NA,NA
1997-10-09,38.434929,-121.525161743164,"water","Sacramento River",NA,NA,NA,0,NA,NA
1997-10-09,38.459202,-121.50309753418,"water","Sacramento River",NA,NA,NA,0.012,NA,NA
1997-10-21,38.459202,-121.50309753418,"water","Sacramento River",NA,NA,NA,0,NA,NA
1997-10-23,38.45602,-121.5013,"water","Sacramento River",0,0,0,0,NA,NA
1997-11-06,37.67555,-121.2655,"water","South Delta",0,NA,0,0,NA,NA
1997-11-13,38.01389,-121.3494,"water","South Delta",0.104,NA,NA,0.358,NA,NA
1997-11-18,38.434929,-121.525161743164,"water","Sacramento River",NA,NA,NA,0,NA,NA
1997-11-18,38.459202,-121.50309753418,"water","Sacramento River",NA,NA,NA,0,NA,NA
1997-11-20,38.45602,-121.5013,"water","Sacramento River",0,0,0,0.006,NA,NA
1997-12-01,37.67555,-121.2655,"water","South Delta",NA,NA,NA,0,NA,NA
1997-12-03,37.67555,-121.2655,"water","South Delta",NA,0,NA,0,NA,NA
1997-12-05,37.67555,-121.2655,"water","South Delta",NA,0,NA,0,NA,NA
1997-12-12,38.45602,-121.5013,"water","Sacramento River",0,0,0,0,NA,NA
1997-12-16,38.434929,-121.525161743164,"water","Sacramento River",NA,NA,NA,0,NA,NA
1997-12-16,38.459202,-121.50309753418,"water","Sacramento River",NA,NA,NA,0,NA,NA
1997-12-22,37.67555,-121.2655,"water","South Delta",0,0,0,NA,NA,NA
1998-01-05,37.67555,-121.2655,"water","South Delta",NA,0,NA,0,NA,NA
1998-01-07,37.67555,-121.2655,"water","South Delta",NA,0,NA,0.04,NA,NA
1998-01-08,37.67555,-121.2655,"water","South Delta",0,0,0,NA,NA,NA
1998-01-09,37.67555,-121.2655,"water","South Delta",NA,0,NA,0,NA,NA
1998-01-12,37.67555,-121.2655,"water","South Delta",NA,0,NA,0.063,NA,NA
1998-01-14,37.67555,-121.2655,"water","South Delta",NA,0,NA,0.086,NA,NA
1998-01-16,37.67555,-121.2655,"water","South Delta",NA,0,NA,0.102,NA,NA
1998-01-19,37.67555,-121.2655,"water","South Delta",NA,0,NA,0,NA,NA
1998-01-21,37.67555,-121.2655,"water","South Delta",NA,0,NA,0,NA,NA
1998-01-21,38.434929,-121.525161743164,"water","Sacramento River",NA,NA,NA,0,NA,NA
1998-01-21,38.459202,-121.50309753418,"water","Sacramento River",NA,NA,NA,0,NA,NA
1998-01-23,37.67555,-121.2655,"water","South Delta",NA,0,NA,0,NA,NA
1998-01-26,37.67555,-121.2655,"water","South Delta",NA,0,NA,0,NA,NA
1998-01-28,37.67555,-121.2655,"water","South Delta",NA,0,NA,0,NA,NA
1998-01-29,38.459202,-121.50309753418,"water","Sacramento River",NA,NA,NA,0.14,NA,NA
1998-01-30,37.67555,-121.2655,"water","South Delta",NA,0,NA,0.079,NA,NA
1998-02-02,37.67555,-121.2655,"water","South Delta",NA,0,NA,0.047,NA,NA
1998-02-03,38.116001,-122.040000915527,"water","NW Suisun",0,NA,NA,0.00240838,NA,NA
1998-02-03,38.11708,-122.0397,"water","NW Suisun",0,NA,NA,0.0024084,NA,NA
1998-02-04,37.67555,-121.2655,"water","South Delta",NA,0,NA,0.093,NA,NA
1998-02-04,38.020542,-121.806266784668,"water","Confluence",7.1e-05,NA,NA,0.00157068,NA,NA
1998-02-04,38.021,-121.805,"water","Confluence",7.1e-05,NA,NA,0.0015707,NA,NA
1998-02-04,38.05944,-121.8097,"water","Confluence",0,NA,NA,0.0020942,NA,NA
1998-02-04,38.0597,-121.811264038086,"water","Confluence",0.00011,NA,NA,0.00209424,NA,NA
1998-02-06,37.67555,-121.2655,"water","South Delta",NA,0,0,0.067,NA,NA
1998-02-09,37.67555,-121.2655,"water","South Delta",NA,0,NA,0.048,NA,NA
1998-02-09,38.45602,-121.5013,"water","Sacramento River",0,0,0,0.046,NA,NA
1998-02-11,37.67555,-121.2655,"water","South Delta",NA,0,NA,0.042,NA,NA
1998-02-13,37.67555,-121.2655,"water","South Delta",NA,0,NA,0,NA,NA
1998-02-16,37.67555,-121.2655,"water","South Delta",NA,0,NA,0,NA,NA
1998-02-18,37.67555,-121.2655,"water","South Delta",NA,0,NA,0,NA,NA
1998-02-18,38.459202,-121.50309753418,"water","Sacramento River",NA,NA,NA,0.14,NA,NA
1998-02-20,37.67555,-121.2655,"water","South Delta",NA,0,NA,0,NA,NA
1998-02-23,37.67555,-121.2655,"water","South Delta",NA,0,NA,0,NA,NA
1998-02-25,37.67555,-121.2655,"water","South Delta",NA,0,NA,0,NA,NA
1998-02-27,37.67555,-121.2655,"water","South Delta",NA,0,NA,0,NA,NA
1998-03-02,37.67555,-121.2655,"water","South Delta",NA,0,NA,0,NA,NA
1998-03-04,37.67555,-121.2655,"water","South Delta",NA,0,NA,0,NA,NA
1998-03-05,37.67555,-121.2655,"water","South Delta",NA,0,0,NA,NA,NA
1998-03-06,37.67555,-121.2655,"water","South Delta",NA,0,NA,0,NA,NA
1998-03-19,38.45602,-121.5013,"water","Sacramento River",0,0,0,0.006,NA,NA
1998-04-02,37.67555,-121.2655,"water","South Delta",NA,NA,0,NA,NA,NA
1998-04-07,38.45602,-121.5013,"water","Sacramento River",0,0,0,0,NA,NA
1998-04-15,38.116001,-122.040000915527,"water","NW Suisun",0,NA,NA,0,NA,NA
1998-04-15,38.11708,-122.0397,"water","NW Suisun",0,NA,NA,0,NA,NA
1998-04-16,38.020542,-121.806266784668,"water","Confluence",1.7e-06,NA,NA,5.2e-05,NA,NA
1998-04-16,38.021,-121.805,"water","Confluence",1.7e-06,NA,NA,0,NA,NA
1998-04-16,38.05944,-121.8097,"water","Confluence",0,NA,NA,0.00079,NA,NA
1998-04-16,38.0597,-121.811264038086,"water","Confluence",0,NA,NA,0.00079,NA,NA
1998-04-30,38.01389,-121.3494,"water","South Delta",0,NA,NA,0.031,NA,NA
1998-05-12,37.67555,-121.2655,"water","South Delta",0,0,0,0,NA,NA
1998-05-21,38.434929,-121.525161743164,"water","Sacramento River",NA,NA,NA,0,NA,NA
1998-05-21,38.45602,-121.5013,"water","Sacramento River",0,0,0,0,NA,NA
1998-05-21,38.459202,-121.50309753418,"water","Sacramento River",NA,NA,NA,0,NA,NA
1998-06-09,38.45602,-121.5013,"water","Sacramento River",0,0,0,0,NA,NA
1998-06-11,37.67555,-121.2655,"water","South Delta",0,0,0,0,NA,NA
1998-06-23,38.434929,-121.525161743164,"water","Sacramento River",NA,NA,NA,0,NA,NA
1998-06-23,38.459202,-121.50309753418,"water","Sacramento River",NA,NA,NA,0,NA,NA
1998-07-07,37.67555,-121.2655,"water","South Delta",0,0,0,0,NA,NA
1998-07-22,38.434929,-121.525161743164,"water","Sacramento River",NA,NA,NA,0,NA,NA
1998-07-22,38.459202,-121.50309753418,"water","Sacramento River",NA,NA,NA,0,NA,NA
1998-07-28,38.116001,-122.040000915527,"water","NW Suisun",0.00012,NA,NA,0,NA,NA
1998-07-28,38.11708,-122.0397,"water","NW Suisun",2e-04,NA,NA,0,NA,NA
1998-07-29,38.020542,-121.806266784668,"water","Confluence",0.000496,NA,NA,0,NA,NA
1998-07-29,38.021,-121.805,"water","Confluence",1.6e-05,NA,NA,0,NA,NA
1998-07-29,38.05944,-121.8097,"water","Confluence",1.6e-05,NA,NA,0.00086,NA,NA
1998-07-29,38.0597,-121.811264038086,"water","Confluence",0.000506,NA,NA,0,NA,NA
1998-07-30,38.45602,-121.5013,"water","Sacramento River",0,0,0,0,NA,NA
1998-08-10,37.67555,-121.2655,"water","South Delta",0,0,0,0,NA,NA
1998-08-13,38.45602,-121.5013,"water","Sacramento River",0,0,0,0,NA,NA
1998-08-19,38.434929,-121.525161743164,"water","Sacramento River",NA,NA,NA,0,NA,NA
1998-08-19,38.459202,-121.50309753418,"water","Sacramento River",NA,NA,NA,0,NA,NA
1998-09-15,38.434929,-121.525161743164,"water","Sacramento River",NA,NA,NA,0,NA,NA
1998-09-15,38.45602,-121.5013,"water","Sacramento River",0,NA,0,0,NA,NA
1998-09-15,38.459202,-121.50309753418,"water","Sacramento River",NA,NA,NA,0,NA,NA
1998-09-18,37.67555,-121.2655,"water","South Delta",0,0,0,0,NA,NA
1998-10-19,37.67555,-121.2655,"water","South Delta",0,0,0,0,NA,NA
1998-10-21,38.434929,-121.525161743164,"water","Sacramento River",NA,NA,NA,0,NA,NA
1998-10-21,38.459202,-121.50309753418,"water","Sacramento River",NA,NA,NA,0,NA,NA
1998-10-22,38.45602,-121.5013,"water","Sacramento River",0,NA,0,0,NA,NA
1998-10-24,37.92039,-121.2967,"water","South Delta",NA,NA,NA,0.17,NA,NA
1998-11-09,37.67555,-121.2655,"water","South Delta",0,0,0,0,NA,NA
1998-11-13,38.45602,-121.5013,"water","Sacramento River",0,0,0,0,NA,NA
1998-12-07,37.67555,-121.2655,"water","South Delta",0,0,NA,0,NA,NA
1998-12-09,37.67555,-121.2655,"water","South Delta",0,0,NA,0,NA,NA
1998-12-11,37.67555,-121.2655,"water","South Delta",0,0,NA,0,NA,NA
1998-12-17,38.434929,-121.525161743164,"water","Sacramento River",NA,NA,NA,0,NA,NA
1998-12-17,38.459202,-121.50309753418,"water","Sacramento River",NA,NA,NA,0,NA,NA
1998-12-22,37.67555,-121.2655,"water","South Delta",0,0,0,NA,NA,NA
1998-12-28,38.45602,-121.5013,"water","Sacramento River",0,0,0,0,NA,NA
1999-01-04,37.67555,-121.2655,"water","South Delta",0,0,NA,0,NA,NA
1999-01-06,37.67555,-121.2655,"water","South Delta",0,0,NA,0,NA,NA
1999-01-08,37.67555,-121.2655,"water","South Delta",0,0,NA,0,NA,NA
1999-01-11,37.67555,-121.2655,"water","South Delta",0,0,NA,0,NA,NA
1999-01-13,37.67555,-121.2655,"water","South Delta",0,0,NA,0,NA,NA
1999-01-15,37.67555,-121.2655,"water","South Delta",0,0,0,0,NA,NA
1999-01-18,37.67555,-121.2655,"water","South Delta",0,0,NA,0,NA,NA
1999-01-20,37.67555,-121.2655,"water","South Delta",0,0,NA,0.143,NA,NA
1999-01-21,38.434929,-121.525161743164,"water","Sacramento River",NA,NA,NA,0,NA,NA
1999-01-21,38.45602,-121.5013,"water","Sacramento River",0,0,0,NA,NA,NA
1999-01-21,38.459202,-121.50309753418,"water","Sacramento River",NA,NA,NA,0.024,NA,NA
1999-01-22,37.67555,-121.2655,"water","South Delta",0,0,NA,0.09,NA,NA
1999-01-25,37.67555,-121.2655,"water","South Delta",0,0,NA,0,NA,NA
1999-01-27,37.67555,-121.2655,"water","South Delta",0,0,NA,0,NA,NA
1999-01-29,37.67555,-121.2655,"water","South Delta",0,0,NA,0,NA,NA
1999-02-01,37.67555,-121.2655,"water","South Delta",0,0,NA,0,NA,NA
1999-02-03,37.67555,-121.2655,"water","South Delta",0,0,NA,0,NA,NA
1999-02-05,37.67555,-121.2655,"water","South Delta",0,0,NA,0,NA,NA
1999-02-08,37.67555,-121.2655,"water","South Delta",0,0,NA,0,NA,NA
1999-02-09,38.116001,-122.040000915527,"water","NW Suisun",5.3e-05,NA,NA,0.015,NA,NA
1999-02-09,38.11708,-122.0397,"water","NW Suisun",5.3e-05,NA,NA,0.015,NA,NA
1999-02-10,37.67555,-121.2655,"water","South Delta",0,0,NA,0.053,NA,NA
1999-02-10,38.020542,-121.806266784668,"water","Confluence",0.000442,NA,NA,0.017,NA,NA
1999-02-10,38.021,-121.805,"water","Confluence",0.00042,NA,NA,0,NA,NA
1999-02-10,38.05944,-121.8097,"water","Confluence",0.000368,NA,NA,0.01,NA,NA
1999-02-10,38.0597,-121.811264038086,"water","Confluence",1.8e-05,NA,NA,0.01,NA,NA
1999-02-12,37.67555,-121.2655,"water","South Delta",0,0,0,0,NA,NA
1999-02-15,37.67555,-121.2655,"water","South Delta",0,0,NA,0,NA,NA
1999-02-17,37.67555,-121.2655,"water","South Delta",0,0,NA,0,NA,NA
1999-02-18,38.434929,-121.525161743164,"water","Sacramento River",NA,NA,NA,0.015,NA,NA
1999-02-18,38.459202,-121.50309753418,"water","Sacramento River",NA,NA,NA,0,NA,NA
1999-02-19,37.67555,-121.2655,"water","South Delta",0,0,NA,0,NA,NA
1999-02-22,37.67555,-121.2655,"water","South Delta",0,0,NA,0,NA,NA
1999-02-24,37.67555,-121.2655,"water","South Delta",NA,NA,NA,0,NA,NA
1999-02-26,37.67555,-121.2655,"water","South Delta",0,0,NA,0,NA,NA
1999-02-26,38.45602,-121.5013,"water","Sacramento River",0,0,0,NA,NA,NA
1999-03-01,37.67555,-121.2655,"water","South Delta",0,0,NA,0,NA,NA
1999-03-03,37.67555,-121.2655,"water","South Delta",0,0,NA,0,NA,NA
1999-03-05,37.67555,-121.2655,"water","South Delta",0,0,NA,0,NA,NA
1999-03-10,37.67555,-121.2655,"water","South Delta",0,0,0,NA,NA,NA
1999-03-17,38.434929,-121.525161743164,"water","Sacramento River",NA,NA,NA,0,NA,NA
1999-03-17,38.45602,-121.5013,"water","Sacramento River",0,0,0,0,NA,NA
1999-03-17,38.459202,-121.50309753418,"water","Sacramento River",NA,NA,NA,0,NA,NA
1999-04-07,37.67555,-121.2655,"water","South Delta",0,0,0,0,NA,NA
1999-04-09,38.45602,-121.5013,"water","Sacramento River",0,0,0,0,NA,NA
1999-04-20,38.434929,-121.525161743164,"water","Sacramento River",0,NA,NA,NA,NA,NA
1999-04-21,38.020542,-121.806266784668,"water","Confluence",0.000455,NA,NA,0,NA,NA
1999-04-21,38.021,-121.805,"water","Confluence",0.000455,NA,NA,0,NA,NA
1999-04-21,38.05944,-121.8097,"water","Confluence",0.0002897,NA,NA,0,NA,NA
1999-04-21,38.0597,-121.811264038086,"water","Confluence",0.0002897,NA,NA,0.0022,NA,NA
1999-04-21,38.116001,-122.040000915527,"water","NW Suisun",0.00032,NA,NA,0.0027,NA,NA
1999-04-21,38.11708,-122.0397,"water","NW Suisun",0.00032,NA,NA,0,NA,NA
1999-04-21,38.434929,-121.525161743164,"water","Sacramento River",NA,0,NA,0,NA,NA
1999-04-21,38.459202,-121.50309753418,"water","Sacramento River",0,0,NA,0,NA,NA
1999-05-04,37.67555,-121.2655,"water","South Delta",0,0,0,NA,NA,NA
1999-05-17,38.45602,-121.5013,"water","Sacramento River",0,0,0,0,NA,NA
1999-05-19,38.434929,-121.525161743164,"water","Sacramento River",NA,NA,NA,0,NA,NA
1999-05-19,38.459202,-121.50309753418,"water","Sacramento River",NA,NA,NA,0,NA,NA
1999-06-02,37.67555,-121.2655,"water","South Delta",0,0,0,NA,NA,NA
1999-06-04,38.45602,-121.5013,"water","Sacramento River",0,0,0,0,NA,NA
1999-06-23,38.434929,-121.525161743164,"water","Sacramento River",0,0,0,0,0,NA
1999-06-23,38.459202,-121.50309753418,"water","Sacramento River",0,0,0,0,0,NA
1999-07-08,38.45602,-121.5013,"water","Sacramento River",0,0,0,0,NA,NA
1999-07-09,37.67555,-121.2655,"water","South Delta",0,0,0,0,NA,NA
