"Date","Latitude","Longitude","Matrix","Subregion","oxygen","ph","temperature","nitrogen","phosphorus","turbidity","electricalconductivity","nitrate","nitrite","salinity","sodium"
2010-06-17,38.47831,-121.543586730957,"water","Sacramento River",8.8,7.57,13.4,NA,NA,4.77,91,NA,NA,NA,NA
2010-06-18,38.454441,-121.499877929688,"water","Sacramento River",8.8,6.79,8.4,NA,NA,5.46,573,NA,NA,NA,NA
2010-06-18,38.47831,-121.543586730957,"water","Sacramento River",8.6,7.53,16,NA,NA,7.49,95,NA,NA,NA,NA
2010-06-19,38.454441,-121.499877929688,"water","Sacramento River",9,6.8,9.4,NA,NA,5.02,588,NA,NA,NA,NA
2010-06-19,38.47831,-121.543586730957,"water","Sacramento River",8.9,7.56,12.3,NA,NA,8.12,99,NA,NA,NA,NA
2010-06-20,38.454441,-121.499877929688,"water","Sacramento River",8.3,6.88,7.4,NA,NA,4.61,546,NA,NA,NA,NA
2010-06-20,38.47831,-121.543586730957,"water","Sacramento River",8.7,7.76,9.4,NA,NA,6.73,92,NA,NA,NA,NA
2010-06-21,38.048328,-122.096664428711,"water","SW Suisun",8.77671668940427,7.75,21.73,NA,NA,NA,NA,0.296,0.0112,3.73,NA
2010-06-21,38.049999,-121.87833404541,"water","Confluence",8.29467939972715,7.8,19.96,NA,NA,NA,NA,0.224,0.0085,0.16,NA
2010-06-21,38.060001,-121.980003356934,"water","SE Suisun",8.42,7.76,19.94,NA,NA,NA,NA,0.27,0.0091,1.3,NA
2010-06-21,38.06242,-121.820510864258,"water","Confluence",8.29467939972715,7.81,20,NA,NA,NA,NA,0.198,0.0088,0.08,NA
2010-06-21,38.064999,-122.035003662109,"water","SE Suisun",8.17,7.73,20.2,NA,NA,NA,NA,0.277,0.0102,2.63,NA
2010-06-21,38.117081,-122.03971862793,"water","NW Suisun",8.32196452933151,7.72,19.83,NA,NA,NA,NA,0.298,0.0109,2.1,NA
2010-06-21,38.454441,-121.499877929688,"water","Sacramento River",8.9,6.89,6,NA,NA,3.67,512,NA,NA,NA,NA
2010-06-21,38.47831,-121.543586730957,"water","Sacramento River",8.3,7.59,15.2,NA,NA,6.06,105,NA,NA,NA,NA
2010-06-22,37.675556,-121.264167785645,"water","South Delta",10.91,8.08,21.07,NA,NA,NA,NA,NA,NA,NA,NA
2010-06-22,38.454441,-121.499877929688,"water","Sacramento River",9.7,7.1,4.8,NA,NA,4.15,465,NA,NA,NA,NA
2010-06-22,38.47831,-121.543586730957,"water","Sacramento River",8.6,7.76,15.8,NA,NA,5.86,115,NA,NA,NA,NA
2010-06-23,38.454441,-121.499877929688,"water","Sacramento River",9.6,6.87,12.6,NA,NA,4.32,565,NA,NA,NA,NA
2010-06-29,37.675556,-121.264167785645,"water","South Delta",10.87,8.26,22.8,NA,NA,NA,NA,NA,NA,NA,NA
2010-07-06,37.675556,-121.264167785645,"water","South Delta",10.46,7.77,20.15,NA,NA,NA,NA,NA,NA,NA,NA
2010-07-13,37.675556,-121.264167785645,"water","South Delta",13.47,8.75,24.61,NA,NA,NA,NA,NA,NA,NA,NA
2010-07-13,37.770458,-121.292266845703,"water","South Delta",5.06,7.17,24.83,0.82,0.3,21,NA,NA,NA,NA,NA
2010-07-13,37.7705,-121.292,"water","South Delta",5.5,6.1,26,NA,NA,NA,NA,NA,NA,NA,NA
2010-07-13,37.8208,-121.5,"water","South Delta",6.5,7.97,25,NA,NA,NA,NA,NA,NA,NA,NA
2010-07-13,37.820839,-121.500091552734,"water","South Delta",6.55,7.5,26.06,NA,NA,NA,NA,NA,NA,NA,NA
2010-07-13,37.84182,-121.529991149902,"water","South Delta",6.71,7.58,29.01,NA,NA,NA,NA,NA,NA,NA,NA
2010-07-13,37.9556,-121.422,"water","South Delta",8.2,7.86,26,NA,NA,NA,NA,NA,NA,NA,NA
2010-07-13,37.955601,-121.422302246094,"water","South Delta",4.89,7.2,23.71,0.625,0.24,35,NA,NA,NA,NA,NA
2010-07-13,38.115582,-121.493797302246,"water","East Delta",5.83,7.3,19.95,1.05,0.22,27,NA,NA,NA,NA,NA
2010-07-13,38.1156,-121.494,"water","East Delta",5.8,7.54,26,NA,NA,NA,NA,NA,NA,NA,NA
2010-07-13,38.152561,-121.500953674316,"water","East Delta",3.71,7.44,20.88,0.455,0.15,8.3,NA,NA,NA,NA,NA
2010-07-13,38.1526,-121.501,"water","East Delta",5.3,8.17,26,NA,NA,NA,NA,NA,NA,NA,NA
2010-07-13,38.1602,-121.206,"water","East Delta",6.5,8.41,24,NA,NA,NA,NA,NA,NA,NA,NA
2010-07-13,38.160221,-121.206428527832,"water","East Delta",8.47,7.24,14.59,0.0605,0.011,1.4,NA,NA,NA,NA,NA
2010-07-19,38.048328,-122.096664428711,"water","SW Suisun",NA,NA,NA,NA,NA,NA,NA,0.345,0.0119,NA,NA
2010-07-19,38.049999,-121.87833404541,"water","Confluence",NA,NA,NA,NA,NA,NA,NA,0.284,0.00728,NA,NA
2010-07-19,38.060001,-121.980003356934,"water","SE Suisun",NA,NA,NA,NA,NA,NA,NA,0.328,0.00882,NA,NA
2010-07-19,38.06242,-121.820510864258,"water","Confluence",NA,NA,NA,NA,NA,NA,NA,0.244,0.0077,NA,NA
2010-07-19,38.064999,-122.035003662109,"water","SE Suisun",NA,NA,NA,NA,NA,NA,NA,0.346,0.0102,NA,NA
2010-07-19,38.117081,-122.03971862793,"water","NW Suisun",NA,NA,NA,NA,NA,NA,NA,0.356,0.0091,NA,NA
2010-07-20,37.675556,-121.264167785645,"water","South Delta",10.81,8.56,24.72,NA,NA,NA,NA,NA,NA,NA,NA
2010-07-20,38.239899,-121.564903259277,"water","Sacramento River",7.35,7.36,22.1,0.38,0.3,24,NA,NA,NA,NA,NA
2010-07-20,38.306801,-121.693397521973,"water","Yolo Bypass",7.64,7.78,22.2,0.18,0.26,75,NA,NA,NA,NA,NA
2010-07-20,38.415699,-121.675201416016,"water","Yolo Bypass",7.98,7.65,20.5,NA,NA,NA,NA,NA,NA,NA,NA
2010-07-22,37.675556,-121.264167785645,"water","South Delta",10.29,8.55,25.63,NA,NA,NA,NA,NA,NA,NA,NA
2010-07-27,37.675556,-121.264167785645,"water","South Delta",7.09,8.35,24.1,NA,NA,NA,NA,NA,NA,NA,NA
2010-08-03,37.675556,-121.264167785645,"water","South Delta",8.19,8.19,23.07,NA,NA,NA,NA,NA,NA,NA,NA
2010-08-09,37.675556,-121.264167785645,"water","South Delta",12.64,8.18,24.73,NA,NA,21.7,NA,NA,NA,NA,NA
2010-08-10,37.675556,-121.264167785645,"water","South Delta",11.13,7.71,24.51,NA,NA,NA,NA,NA,NA,NA,NA
2010-08-10,37.770458,-121.292266845703,"water","South Delta",4.83,7.5,24.45,0.685,0.18,11,NA,NA,NA,NA,NA
2010-08-10,37.7705,-121.292,"water","South Delta",7.1,7.44,25,NA,NA,NA,NA,NA,NA,NA,NA
2010-08-10,37.820839,-121.500091552734,"water","South Delta",5.5,7.14,25.67,NA,NA,NA,NA,NA,NA,NA,NA
2010-08-10,37.84182,-121.529991149902,"water","South Delta",6.37,7.2,25.44,NA,NA,NA,NA,NA,NA,NA,NA
2010-08-10,37.9556,-121.422,"water","South Delta",6.5,8.12,25,NA,NA,NA,NA,NA,NA,NA,NA
2010-08-10,37.955601,-121.422302246094,"water","South Delta",5.09,6.76,22.03,0.92,0.24,34,NA,NA,NA,NA,NA
2010-08-10,38.115582,-121.493797302246,"water","East Delta",5.52,7.18,20.83,0.615,0.18,12,NA,NA,NA,NA,NA
2010-08-10,38.1156,-121.494,"water","East Delta",6.3,7.41,26,NA,NA,NA,NA,NA,NA,NA,NA
2010-08-10,38.152561,-121.500953674316,"water","East Delta",4.53,7.15,19.6,0.505,0.15,5.9,NA,NA,NA,NA,NA
2010-08-10,38.1526,-121.501,"water","East Delta",6.5,7.34,26,NA,NA,NA,NA,NA,NA,NA,NA
2010-08-10,38.1602,-121.206,"water","East Delta",8.6,8.7,25,NA,NA,NA,NA,NA,NA,NA,NA
2010-08-10,38.160221,-121.206428527832,"water","East Delta",8.9,7.74,17.47,0.0755,0.026,23,NA,NA,NA,NA,NA
2010-08-10,38.236111,-121.418891906738,"water","East Delta",7.91,7.43,20.76,NA,NA,1.33,NA,NA,NA,NA,NA
2010-08-10,38.366909,-121.520370483398,"water","Sacramento River",8.65,7.52,20.5,NA,NA,5.63,NA,NA,NA,NA,NA
2010-08-17,37.675556,-121.264167785645,"water","South Delta",10.51,8.21,24.42,NA,NA,NA,NA,NA,NA,NA,NA
2010-08-17,38.239899,-121.564903259277,"water","Sacramento River",4.45,7.39,23,0.12,0.27,22,NA,NA,NA,NA,NA
2010-08-17,38.306801,-121.693397521973,"water","Yolo Bypass",7.44,8.38,21.4,0.31,0.24,56,NA,NA,NA,NA,NA
2010-08-24,37.675556,-121.264167785645,"water","South Delta",9.05,6.77,22.52,NA,NA,NA,NA,NA,NA,NA,NA
2010-08-31,37.675556,-121.264167785645,"water","South Delta",9.27,8.06,21.84,NA,NA,NA,NA,NA,NA,NA,NA
2010-09-01,38.048328,-122.096664428711,"water","SW Suisun",9.3,8.04,19.9,NA,NA,NA,NA,0.347,0.0132,12.36,NA
2010-09-01,38.049999,-121.87833404541,"water","Confluence",9.62,8.27,20.5,NA,NA,NA,NA,0.268,0.00868,4.2,NA
2010-09-01,38.060001,-121.980003356934,"water","SE Suisun",10.1,8.43,21,NA,NA,NA,NA,0.324,0.0109,9.2,NA
2010-09-01,38.061871,-122.024681091309,"water","SE Suisun",8.94,8.25,20.05,NA,NA,NA,NA,0.226,0,9.32,NA
2010-09-01,38.06242,-121.820510864258,"water","Confluence",9.6,7.54,20.5,NA,NA,NA,NA,0.231,0.0077,1.9,NA
2010-09-01,38.064999,-122.035003662109,"water","SE Suisun",10.3,8.44,20.1,NA,NA,NA,NA,0.326,0.0111,8.865,NA
2010-09-01,38.074181,-122.070426940918,"water","NW Suisun",8.21,8.3,19.78,NA,NA,NA,NA,0.323,0.006,11.185,NA
2010-09-01,38.096169,-122.027328491211,"water","NE Suisun",8.5,8.18,19.37,NA,NA,NA,NA,0.263,0,9.25,NA
2010-09-01,38.117081,-122.03971862793,"water","NW Suisun",10.2,8.32,19.9,NA,NA,NA,NA,0.319,0.00966,9.1,NA
2010-09-02,38.020542,-121.806266784668,"water","Confluence",NA,NA,NA,NA,NA,NA,NA,0.228,0.008,1.8,NA
2010-09-02,38.0597,-121.811264038086,"water","Confluence",8.31,7.86,21.03,NA,NA,NA,NA,0.197,0,0.565,NA
2010-09-07,37.675556,-121.264167785645,"water","South Delta",7.25,7.55,21.8,NA,NA,NA,NA,NA,NA,NA,NA
2010-09-07,37.770458,-121.292266845703,"water","South Delta",6.88,7.28,22.84,0.7,0.15,20,NA,NA,NA,NA,NA
2010-09-07,37.7705,-121.292,"water","South Delta",7.3,7.57,26,NA,NA,NA,NA,NA,NA,NA,NA
2010-09-07,37.820839,-121.500091552734,"water","South Delta",7.61,7.24,25,NA,NA,NA,NA,NA,NA,NA,NA
2010-09-07,37.84182,-121.529991149902,"water","South Delta",6.28,7.4,25,NA,NA,NA,NA,NA,NA,NA,NA
2010-09-07,37.9556,-121.422,"water","South Delta",5.9,8.17,26,NA,NA,NA,NA,NA,NA,NA,NA
2010-09-07,37.955601,-121.422302246094,"water","South Delta",3.66,7.17,27.19,0.785,0.2,6.1,NA,NA,NA,NA,NA
2010-09-07,38.115582,-121.493797302246,"water","East Delta",5.55,7.46,21.57,0.725,0.19,14,NA,NA,NA,NA,NA
2010-09-07,38.1156,-121.494,"water","East Delta",6.3,7.52,26,NA,NA,NA,NA,NA,NA,NA,NA
2010-09-07,38.152561,-121.500953674316,"water","East Delta",2.16,7.37,20.18,0.74,0.18,6.6,NA,NA,NA,NA,NA
2010-09-07,38.1526,-121.501,"water","East Delta",5.3,7.84,26,NA,NA,NA,NA,NA,NA,NA,NA
2010-09-07,38.160221,-121.206428527832,"water","East Delta",8.08,7.69,15.7,0.055,0.033,1.5,NA,NA,NA,NA,NA
2010-09-14,37.675556,-121.264167785645,"water","South Delta",10.53,7.69,19.88,NA,NA,NA,NA,NA,NA,NA,NA
2010-09-16,37.675556,-121.264167785645,"water","South Delta",9.11,7.52,20.19,NA,NA,26.5,NA,NA,NA,NA,NA
2010-09-21,37.675556,-121.264167785645,"water","South Delta",9.01,7.6,21.23,NA,NA,NA,NA,NA,NA,NA,NA
2010-09-21,38.236111,-121.418891906738,"water","East Delta",9.27,7.04,17.85,NA,NA,2.19,NA,NA,NA,NA,NA
2010-09-21,38.306801,-121.693397521973,"water","Yolo Bypass",7.05,7.98,20.8,0.072,0.22,16,NA,NA,NA,NA,NA
2010-09-21,38.366909,-121.520370483398,"water","Sacramento River",8.96,7.13,19.48,NA,NA,7.31,NA,NA,NA,NA,NA
2010-09-21,38.415699,-121.675201416016,"water","Yolo Bypass",7.5,7.82,20,NA,NA,NA,NA,NA,NA,NA,NA
2010-09-23,38.239899,-121.564903259277,"water","Sacramento River",7.76,7.44,21.4,0.14,0.22,24,NA,NA,NA,NA,NA
2010-09-28,37.675556,-121.264167785645,"water","South Delta",10.29,7.85,22.37,NA,NA,NA,NA,NA,NA,NA,NA
2010-10-05,37.675556,-121.264167785645,"water","South Delta",9.35,7.79,20.31,NA,NA,NA,NA,NA,NA,NA,NA
2010-10-06,38.434929,-121.525161743164,"water","Sacramento River",8.6,7.6,17.9,0.46,0.036,7.6,151,0.071,0.0051,NA,NA
2010-10-06,38.459202,-121.50309753418,"water","Sacramento River",8.8,7.8,17.7,0.15,0.032,6.3,144,0.082,0.0042,NA,NA
2010-10-12,37.675556,-121.264167785645,"water","South Delta",10.85,7.74,18.64,NA,NA,NA,NA,NA,NA,NA,NA
2010-10-12,37.770458,-121.292266845703,"water","South Delta",7.79,7.49,21.23,2.145,0.12,9.7,NA,NA,NA,NA,NA
2010-10-12,37.7705,-121.292,"water","South Delta",7,7.62,25,NA,NA,NA,NA,NA,NA,NA,NA
2010-10-12,37.9556,-121.422,"water","South Delta",8.3,8.28,26,NA,NA,NA,NA,NA,NA,NA,NA
2010-10-12,37.955601,-121.422302246094,"water","South Delta",9.19,7.1,24.51,0.57,0.13,12,NA,NA,NA,NA,NA
2010-10-12,38.115582,-121.493797302246,"water","East Delta",8.58,7.29,17.21,0.755,0.15,5,NA,NA,NA,NA,NA
2010-10-12,38.1156,-121.494,"water","East Delta",8.3,7.58,25,NA,NA,NA,NA,NA,NA,NA,NA
2010-10-12,38.152561,-121.500953674316,"water","East Delta",3.38,7.27,19.64,0.96,0.32,21,NA,NA,NA,NA,NA
2010-10-12,38.1526,-121.501,"water","East Delta",7.9,7.49,25,NA,NA,NA,NA,NA,NA,NA,NA
2010-10-12,38.160221,-121.206428527832,"water","East Delta",7.86,7.51,27.31,0.14,0.039,1.5,NA,NA,NA,NA,NA
2010-10-14,38.222778,-121.034721374512,"water","East Delta",7.76,6.98,15.04,NA,NA,2.11,NA,NA,NA,NA,NA
2010-10-19,37.675556,-121.264167785645,"water","South Delta",12.09,7.9,17.05,NA,NA,NA,NA,NA,NA,NA,NA
2010-10-19,38.239899,-121.564903259277,"water","Sacramento River",8.26,7.97,16.7,NA,NA,32,NA,NA,NA,NA,NA
2010-10-19,38.306801,-121.693397521973,"water","Yolo Bypass",7,7.86,18.3,0.07,0.23,22,NA,NA,NA,NA,NA
2010-10-21,37.675556,-121.264167785645,"water","South Delta",8.97,8,18.75,NA,NA,NA,NA,NA,NA,NA,NA
2010-10-24,38.434929,-121.525161743164,"water","Sacramento River",9.5,7.4,16.1,0.69,0.045,4.6,149,0.093,0.0042,NA,NA
2010-10-24,38.459202,-121.50309753418,"water","Sacramento River",9,7.8,15.8,0.43,0.032,5.4,131,0.11,0.0042,NA,NA
2010-10-26,37.675556,-121.264167785645,"water","South Delta",11,7.96,15.2,NA,NA,NA,NA,NA,NA,NA,NA
2010-11-02,37.675556,-121.264167785645,"water","South Delta",10.72,7.65,15.64,NA,NA,NA,NA,NA,NA,NA,NA
2010-11-08,37.675556,-121.264167785645,"water","South Delta",9.08,7.68,15.07,NA,NA,15.9,NA,NA,NA,NA,NA
2010-11-09,37.675556,-121.264167785645,"water","South Delta",10.7,7.81,14.6,NA,NA,NA,NA,NA,NA,NA,NA
2010-11-09,37.770458,-121.292266845703,"water","South Delta",14.1,8.49,14.7,4.68,0.13,5.06,NA,NA,NA,NA,NA
2010-11-09,37.7705,-121.292,"water","South Delta",6.5,8.17,25,NA,NA,NA,NA,NA,NA,NA,NA
2010-11-09,37.9556,-121.422,"water","South Delta",8.4,7.59,24,NA,NA,NA,NA,NA,NA,NA,NA
2010-11-09,37.955601,-121.422302246094,"water","South Delta",7.72,7.02,12.25,1.185,0.21,30,NA,NA,NA,NA,NA
2010-11-09,38.115582,-121.493797302246,"water","East Delta",7.67,6.67,13.09,0.89,0.14,3,NA,NA,NA,NA,NA
2010-11-09,38.1156,-121.494,"water","East Delta",8,7.6,24,NA,NA,NA,NA,NA,NA,NA,NA
2010-11-09,38.152561,-121.500953674316,"water","East Delta",4.1,7.22,12.37,0.685,0.19,5.8,NA,NA,NA,NA,NA
2010-11-09,38.1526,-121.501,"water","East Delta",5.3,7.34,24,NA,NA,NA,NA,NA,NA,NA,NA
2010-11-09,38.160221,-121.206428527832,"water","East Delta",7.95,7.25,11.11,0.14,0.011,1.5,NA,NA,NA,NA,NA
2010-11-09,38.236111,-121.418891906738,"water","East Delta",10.23,7.29,13.9,NA,NA,4.37,NA,NA,NA,NA,NA
2010-11-09,38.239899,-121.564903259277,"water","Sacramento River",8.74,8.12,14,NA,NA,30,NA,NA,NA,NA,NA
2010-11-09,38.306801,-121.693397521973,"water","Yolo Bypass",7.71,7.83,15.6,0.17,0.19,23,NA,NA,NA,NA,NA
2010-11-09,38.366909,-121.520370483398,"water","Sacramento River",9.57,7.2,14.6,NA,NA,3.81,NA,NA,NA,NA,NA
2010-11-16,37.675556,-121.264167785645,"water","South Delta",11.07,7.8,14.35,NA,NA,NA,NA,NA,NA,NA,NA
2010-11-23,37.675556,-121.264167785645,"water","South Delta",11.18,7.83,11.96,NA,NA,NA,NA,NA,NA,NA,NA
2010-11-30,37.675556,-121.264167785645,"water","South Delta",11.88,7.91,8.58,NA,NA,NA,NA,NA,NA,NA,NA
2010-12-06,38.434929,-121.525161743164,"water","Sacramento River",11.8,7.2,11.1,0.79,0.079,10,150,0.15,0.0042,NA,NA
2010-12-06,38.459202,-121.50309753418,"water","Sacramento River",12.6,7.5,11,0.35,0.041,15,145,0.15,0.0042,NA,NA
2010-12-07,37.675556,-121.264167785645,"water","South Delta",9.47,7.96,12.22,NA,NA,NA,NA,NA,NA,NA,NA
2010-12-07,37.770458,-121.292266845703,"water","South Delta",11.41,8.21,13.22,5.875,0.18,4.7,NA,NA,NA,NA,NA
2010-12-07,37.7705,-121.292,"water","South Delta",7.9,7.67,26,NA,NA,NA,NA,NA,NA,NA,NA
2010-12-07,37.9556,-121.422,"water","South Delta",7.9,7.78,25,NA,NA,NA,NA,NA,NA,NA,NA
2010-12-07,37.955601,-121.422302246094,"water","South Delta",9.63,7.22,10.45,1.35,0.25,45,NA,NA,NA,NA,NA
2010-12-07,38.115582,-121.493797302246,"water","East Delta",6.21,7.27,10.23,3.85,0.13,10,NA,NA,NA,NA,NA
2010-12-07,38.1156,-121.494,"water","East Delta",8.4,7.31,25,NA,NA,NA,NA,NA,NA,NA,NA
2010-12-07,38.152561,-121.500953674316,"water","East Delta",3.68,7.28,8.06,1.03,0.19,11,NA,NA,NA,NA,NA
2010-12-07,38.1526,-121.501,"water","East Delta",5.3,8.21,25,NA,NA,NA,NA,NA,NA,NA,NA
2010-12-07,38.160221,-121.206428527832,"water","East Delta",8.56,7.93,12.48,0.242,0.022,1.5,NA,NA,NA,NA,NA
2010-12-07,38.239899,-121.564903259277,"water","Sacramento River",10.9,7.72,13.1,NA,NA,27,NA,NA,NA,NA,NA
2010-12-07,38.306801,-121.693397521973,"water","Yolo Bypass",8.69,7.78,11.1,0.25,0.18,17,NA,NA,NA,NA,NA
2010-12-14,37.675556,-121.264167785645,"water","South Delta",11.63,7.66,12.47,NA,NA,NA,NA,NA,NA,NA,NA
2010-12-18,38.562275,-121.391807556152,"water","Sacramento River",10.6,7.24,11.85,NA,NA,NA,NA,NA,NA,NA,NA
2010-12-19,38.562275,-121.391807556152,"water","Sacramento River",NA,6.89,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-12-21,37.675556,-121.264167785645,"water","South Delta",11.37,7.55,11.33,NA,NA,NA,NA,NA,NA,NA,NA
2010-12-28,37.675556,-121.264167785645,"water","South Delta",12.64,7.69,10.68,NA,NA,NA,NA,NA,NA,NA,NA
2011-01-04,37.675556,-121.264167785645,"water","South Delta",10.92,7.5,9.18,NA,NA,NA,NA,NA,NA,NA,NA
2011-01-11,37.675556,-121.264167785645,"water","South Delta",11.27,7.48,7.92,NA,NA,NA,NA,NA,NA,NA,NA
2011-01-11,37.770458,-121.292266845703,"water","South Delta",7.74,7.08,7.5,5.01,0.38,2.8,NA,NA,NA,NA,NA
2011-01-11,37.8208,-121.5,"water","South Delta",5.9,8.52,24,NA,NA,NA,NA,NA,NA,NA,NA
2011-01-11,37.820839,-121.500091552734,"water","South Delta",8.29,7.01,8.63,NA,NA,NA,NA,NA,NA,NA,NA
2011-01-11,37.8418,-121.53,"water","South Delta",7.8,8.59,24,NA,NA,NA,NA,NA,NA,NA,NA
2011-01-11,37.84182,-121.529991149902,"water","South Delta",8.72,6.75,6.93,NA,NA,NA,NA,NA,NA,NA,NA
2011-01-11,37.9556,-121.422,"water","South Delta",7.8,8.53,25,NA,NA,NA,NA,NA,NA,NA,NA
2011-01-11,37.955601,-121.422302246094,"water","South Delta",9.67,7,10.46,1.8,0.53,270,NA,NA,NA,NA,NA
2011-01-11,38.115582,-121.493797302246,"water","East Delta",7.86,7.42,9.03,2.705,0.2,9.3,NA,NA,NA,NA,NA
2011-01-11,38.1156,-121.494,"water","East Delta",6.2,8.78,25,NA,NA,NA,NA,NA,NA,NA,NA
2011-01-11,38.1602,-121.206,"water","East Delta",8.5,8.08,26,NA,NA,NA,NA,NA,NA,NA,NA
2011-01-11,38.160221,-121.206428527832,"water","East Delta",9.72,7.76,8.86,0.137,0.023,4.1,NA,NA,NA,NA,NA
2011-01-13,37.9556,-121.422,"water","South Delta",8.6,7.09,25,NA,NA,NA,NA,NA,NA,NA,NA
2011-01-13,37.955601,-121.422302246094,"water","South Delta",9.91,6.03,13.74,NA,NA,NA,NA,NA,NA,NA,NA
2011-01-13,38.1602,-121.206,"water","East Delta",6.5,7.91,26,NA,NA,NA,NA,NA,NA,NA,NA
2011-01-13,38.160221,-121.206428527832,"water","East Delta",10.83,6.74,12.02,NA,NA,NA,NA,NA,NA,NA,NA
2011-01-18,37.675556,-121.264167785645,"water","South Delta",3.45611641655298,7.52,10.33,NA,NA,NA,NA,NA,NA,NA,NA
2011-01-18,38.239899,-121.564903259277,"water","Sacramento River",7.5,8.04,13.1,2.35,0.48,28,NA,NA,NA,NA,NA
2011-01-18,38.2399,-121.565,"water","Sacramento River",9.6,9.62,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011-01-18,38.3068,-121.693,"water","Yolo Bypass",14.8,10,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011-01-18,38.306801,-121.693397521973,"water","Yolo Bypass",10.6,7.78,10.3,0.625,0.23,25,NA,NA,NA,NA,NA
2011-01-25,37.675556,-121.264167785645,"water","South Delta",11.23,7.56,10.14,NA,NA,NA,NA,NA,NA,NA,NA
2011-02-01,37.675556,-121.264167785645,"water","South Delta",11.88,7.53,9.6,NA,NA,NA,NA,NA,NA,NA,NA
2011-02-07,37.675556,-121.264167785645,"water","South Delta",9.24,7.5,11.26,NA,NA,14.8,NA,NA,NA,NA,NA
2011-02-08,37.675556,-121.264167785645,"water","South Delta",14.17,7.66,10.81,NA,NA,NA,NA,NA,NA,NA,NA
2011-02-08,37.770458,-121.292266845703,"water","South Delta",11.28,7.96,11.61,2.76,0.18,9.3,NA,NA,NA,NA,NA
2011-02-08,37.8208,-121.5,"water","South Delta",8.2,8.24,24,NA,NA,NA,NA,NA,NA,NA,NA
2011-02-08,37.820839,-121.500091552734,"water","South Delta",7.6,7.34,10.1,NA,NA,NA,NA,NA,NA,NA,NA
2011-02-08,37.84182,-121.529991149902,"water","South Delta",8.65,7.56,12.81,NA,NA,NA,NA,NA,NA,NA,NA
2011-02-08,37.9556,-121.422,"water","South Delta",8,8.04,26,NA,NA,NA,NA,NA,NA,NA,NA
2011-02-08,37.955601,-121.422302246094,"water","South Delta",12.21,7.96,9.29,1.255,0.19,75,NA,NA,NA,NA,NA
2011-02-08,38.115582,-121.493797302246,"water","East Delta",9.81,7.22,12.3,1.405,0.15,20,NA,NA,NA,NA,NA
2011-02-08,38.1156,-121.494,"water","East Delta",8.1,8.24,25,NA,NA,NA,NA,NA,NA,NA,NA
2011-02-08,38.1602,-121.206,"water","East Delta",8.1,8.47,26,NA,NA,NA,NA,NA,NA,NA,NA
2011-02-08,38.160221,-121.206428527832,"water","East Delta",10.52,7.62,9.13,0.185,0.011,1.1,NA,NA,NA,NA,NA
2011-02-08,38.236111,-121.418891906738,"water","East Delta",11.84,7.83,8.9,NA,NA,3.67,NA,NA,NA,NA,NA
2011-02-08,38.366909,-121.520370483398,"water","Sacramento River",11.39,7.72,10.19,NA,NA,61.5,NA,NA,NA,NA,NA
2011-02-15,37.675556,-121.264167785645,"water","South Delta",12.22,7.71,11.12,NA,NA,NA,NA,NA,NA,NA,NA
2011-02-15,38.239899,-121.564903259277,"water","Sacramento River",10.3,8.21,14.1,0.83,0.56,50,NA,NA,NA,NA,NA
2011-02-15,38.2399,-121.565,"water","Sacramento River",10.1,9.78,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011-02-15,38.3068,-121.693,"water","Yolo Bypass",8.6,8.24,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011-02-15,38.306801,-121.693397521973,"water","Yolo Bypass",12.4,8.1,10.8,0.51,0.22,23,NA,NA,NA,NA,NA
2011-02-16,38.459202,-121.50309753418,"water","Sacramento River",10.3,7.7,10.5,0.12,0.034,11,164,0.12,0.0042,NA,NA
2011-02-18,37.675556,-121.264167785645,"water","South Delta",10.2,7.86,9.85,NA,NA,NA,NA,NA,NA,NA,NA
2011-02-22,37.675556,-121.264167785645,"water","South Delta",11.67,7.71,10,NA,NA,NA,NA,NA,NA,NA,NA
2011-03-01,37.675556,-121.264167785645,"water","South Delta",11.06,7.81,10.45,NA,NA,NA,NA,NA,NA,NA,NA
2011-03-08,37.675556,-121.264167785645,"water","South Delta",11.95,7.76,12.43,NA,NA,NA,NA,NA,NA,NA,NA
2011-03-08,37.770458,-121.292266845703,"water","South Delta",14.7,7.87,14.14,4.7,0.29,30,NA,NA,NA,NA,NA
2011-03-08,37.8208,-121.5,"water","South Delta",7.6,7.55,26,NA,NA,NA,NA,NA,NA,NA,NA
2011-03-08,37.820839,-121.500091552734,"water","South Delta",8.81,7.25,16.17,NA,NA,NA,NA,NA,NA,NA,NA
2011-03-08,37.84182,-121.529991149902,"water","South Delta",8.41,6.68,14,NA,NA,NA,NA,NA,NA,NA,NA
2011-03-08,37.881882,-121.652206420898,"water","South Delta",7.67,7.85,17.33,NA,NA,NA,NA,NA,NA,NA,NA
2011-03-08,37.8819,-121.652,"water","South Delta",6.6,8.44,26,NA,NA,NA,NA,NA,NA,NA,NA
2011-03-08,37.9556,-121.422,"water","South Delta",7.6,7.76,26,NA,NA,NA,NA,NA,NA,NA,NA
2011-03-08,37.955601,-121.422302246094,"water","South Delta",7.86,6.64,18.28,0.915,0.17,55,NA,NA,NA,NA,NA
