"Date","Latitude","Longitude","Matrix","Subregion","oxygen","ph","temperature","nitrogen","phosphorus","turbidity","electricalconductivity","nitrate","nitrite","salinity","sodium"
2009-10-06,37.675556,-121.264167785645,"water","South Delta",10.17,8.02,16.4,NA,NA,NA,NA,NA,NA,NA,NA
2009-10-06,37.770458,-121.292266845703,"water","South Delta",4.84,8.07,19.01,0.55,0.11,3.1,NA,NA,NA,NA,NA
2009-10-06,37.7705,-121.292,"water","South Delta",7,7.82,25,NA,NA,NA,NA,NA,NA,NA,NA
2009-10-06,37.9556,-121.422,"water","South Delta",7.2,7.58,24,NA,NA,NA,NA,NA,NA,NA,NA
2009-10-06,37.955601,-121.422302246094,"water","South Delta",7.73,7.62,16.02,0.4605,0.25,32,NA,NA,NA,NA,NA
2009-10-06,38.0632,-121.603,"water","Lower San Joaquin River",7.9,8.32,26,NA,NA,NA,NA,NA,NA,NA,NA
2009-10-06,38.063221,-121.603309631348,"water","Lower San Joaquin River",3.48,7.16,13.72,0.95,0.39,52,NA,NA,NA,NA,NA
2009-10-06,38.115582,-121.493797302246,"water","East Delta",6.94,7.14,16.67,1.05,0.13,5.4,NA,NA,NA,NA,NA
2009-10-06,38.160221,-121.206428527832,"water","East Delta",7.95,8.14,13.82,0.11485,0.062,4.8,NA,NA,NA,NA,NA
2009-10-06,38.434929,-121.525161743164,"water","Sacramento River",10.9,7.5,17.5,0.71,0.032,3.2,136,0.046,0.0042,NA,NA
2009-10-06,38.459202,-121.50309753418,"water","Sacramento River",12.8,7.8,17.3,0.32,0.032,2.9,121,0.048,0.0042,NA,NA
2009-10-13,37.675556,-121.264167785645,"water","South Delta",7.25,7.8,16.15,NA,NA,NA,NA,NA,NA,NA,NA
2009-10-13,38.434929,-121.525161743164,"water","Sacramento River",14.4,7.3,16.5,0.7,0.035,3.3,140,0.057,0.0042,NA,NA
2009-10-13,38.459202,-121.50309753418,"water","Sacramento River",13.6,7.7,16.2,0.2,0.032,4.4,125,0.084,0.0042,NA,NA
2009-10-14,38.045502,-121.918807983398,"water","SE Suisun",NA,NA,NA,NA,NA,10.4,NA,NA,NA,NA,NA
2009-10-14,38.167194,-121.938003540039,"water","Suisun Marsh",NA,NA,NA,NA,NA,15.4,NA,NA,NA,NA,NA
2009-10-14,38.367668,-121.520446777344,"water","Sacramento River",NA,NA,NA,NA,NA,7.7,NA,NA,NA,NA,NA
2009-10-15,37.957909,-121.357765197754,"water","South Delta",NA,NA,NA,NA,NA,5.2,NA,NA,NA,NA,NA
2009-10-15,38.019196,-121.582191467285,"water","South Delta",NA,NA,NA,NA,NA,2.5,NA,NA,NA,NA,NA
2009-10-15,38.084766,-121.568962097168,"water","East Delta",NA,NA,NA,NA,NA,2.6,NA,NA,NA,NA,NA
2009-10-15,38.178806,-121.665306091309,"water","Sacramento River",NA,NA,NA,NA,NA,2.9,NA,NA,NA,NA,NA
2009-10-15,38.207466,-122.033416748047,"water","Suisun Marsh",NA,NA,NA,NA,NA,21.7,NA,NA,NA,NA,NA
2009-10-15,38.244392,-121.6875,"water","Yolo Bypass",NA,NA,NA,NA,NA,50.7,NA,NA,NA,NA,NA
2009-10-15,38.284084,-121.71785736084,"water","Yolo Bypass",NA,NA,NA,NA,NA,163.7,NA,NA,NA,NA,NA
2009-10-19,38.236111,-121.418891906738,"water","East Delta",9.79,6.6,15.48,NA,NA,7.45,NA,NA,NA,NA,NA
2009-10-20,37.675556,-121.264167785645,"water","South Delta",11.02,8.01,16.4,NA,NA,NA,NA,NA,NA,NA,NA
2009-10-20,38.05299,-121.690330505371,"water","Lower San Joaquin River",9,7.7,17.6,0.41,0.085,9.5,NA,NA,0.01,NA,NA
2009-10-20,38.105839,-121.700210571289,"water","Lower Sacramento River",9.1,7.5,17.5,0.57,0.078,18.3,NA,NA,0.02,NA,NA
2009-10-20,38.157452,-121.684677124023,"water","Sacramento River",7.5,7.3,17.4,0.605,0.102,14,NA,NA,0.03,NA,NA
2009-10-20,38.162941,-121.609916687012,"water","Sacramento River",7.6,7.3,17.5,0.605,0.079,4.4,NA,NA,0.02,NA,NA
2009-10-20,38.236931,-121.672737121582,"water","Yolo Bypass",7.5,7.5,17.5,0.59,0.116,22.5,NA,NA,0.02,NA,NA
2009-10-20,38.24324,-121.513633728027,"water","Sacramento River",7.9,7.4,17.2,0.48,0.097,4.3,NA,NA,0.01,NA,NA
2009-10-20,38.256008,-121.680892944336,"water","Yolo Bypass",8.6,7.6,17.3,0.61,0.108,36.5,NA,NA,0.02,NA,NA
2009-10-20,38.25798,-121.726043701172,"water","Yolo Bypass",8.2,7.6,17.3,0.635,0.119,38.3,NA,NA,0.01,NA,NA
2009-10-20,38.353329,-121.643226623535,"water","Yolo Bypass",5.7,7.7,17.6,0.745,0.294,92.4,NA,NA,0.01,NA,NA
2009-10-20,38.37796,-121.524513244629,"water","Sacramento River",8.3,6.9,17.2,0.68,0.087,3.5,NA,NA,0.01,NA,NA
2009-10-20,38.477909,-121.544311523438,"water","Sacramento River",8.1,7.4,16.4,0.22,0.044,4.2,NA,NA,0,NA,NA
2009-10-20,38.580479,-121.508430480957,"water","Sacramento River",9,7.5,15.9,0.235,0.032,5.8,NA,NA,0,NA,NA
2009-10-21,37.675072,-121.26692199707,"water","South Delta",9.3,7.5,16.5,1.15,0.116,12.7,NA,NA,0.01,NA,NA
2009-10-21,37.783981,-121.621513366699,"water","South Delta",8.9,7.6,17.5,0.675,0.058,5.3,NA,NA,0.01,NA,NA
2009-10-21,37.812389,-121.578872680664,"water","South Delta",8.3,7.5,18.1,0.9,0.088,4.9,NA,NA,0.01,NA,NA
2009-10-21,37.95636,-121.527961730957,"water","South Delta",8.8,7.6,19.2,0.65,0.071,1.9,NA,NA,0.01,NA,NA
2009-10-21,37.991901,-121.407768249512,"water","South Delta",7.7,7.5,19,2.14,0.107,3.5,NA,NA,0.02,NA,NA
2009-10-21,38.019009,-121.802886962891,"water","Confluence",8.6,7.6,17.1,0.465,0.085,11.9,NA,NA,0.01,NA,NA
2009-10-21,38.046329,-121.918937683105,"water","SE Suisun",8.7,7.7,16.7,0.525,0.079,17.2,NA,NA,0.01,NA,NA
2009-10-21,38.061939,-121.857147216797,"water","Confluence",8.6,7.6,16.9,0.515,0.104,15.9,NA,NA,0.01,NA,NA
2009-10-21,38.12587,-121.57982635498,"water","East Delta",9,7.4,18.1,0.52,0.073,2.7,NA,NA,0.04,NA,NA
2009-10-21,38.239899,-121.564903259277,"water","Sacramento River",7.1,7.34,17.9,NA,NA,26,NA,NA,NA,NA,NA
2009-10-21,38.306801,-121.693397521973,"water","Yolo Bypass",7.44,7.97,17.9,0.47,0.49,25,NA,NA,NA,NA,NA
2009-10-26,37.675556,-121.264167785645,"water","South Delta",12.3,8.14,16.55,NA,NA,8.46,NA,NA,NA,NA,NA
2009-10-26,37.6756,-121.264,"water","South Delta",9.82,8.46,24.3,NA,NA,NA,NA,NA,NA,NA,NA
2009-10-27,37.675556,-121.264167785645,"water","South Delta",10.01,7.95,15.06,NA,NA,NA,NA,NA,NA,NA,NA
2009-10-27,38.019196,-121.582191467285,"water","South Delta",NA,NA,NA,NA,NA,18.8,NA,NA,NA,NA,NA
2009-10-27,38.084766,-121.568962097168,"water","East Delta",NA,NA,NA,NA,NA,1.9,NA,NA,NA,NA,NA
2009-10-27,38.178806,-121.665306091309,"water","Sacramento River",NA,NA,NA,NA,NA,2.6,NA,NA,NA,NA,NA
2009-10-27,38.244392,-121.6875,"water","Yolo Bypass",NA,NA,NA,NA,NA,20.3,NA,NA,NA,NA,NA
2009-10-27,38.284084,-121.71785736084,"water","Yolo Bypass",NA,NA,NA,NA,NA,42.7,NA,NA,NA,NA,NA
2009-10-27,38.3669,-121.52,"water","East Delta",7.85,7.43,22.2,NA,NA,NA,NA,NA,NA,NA,NA
2009-10-27,38.366909,-121.520370483398,"water","Sacramento River",9.23,7.43,16.66,NA,NA,14.5,NA,NA,NA,NA,NA
2009-10-28,37.957909,-121.357765197754,"water","South Delta",NA,NA,NA,NA,NA,4.4,NA,NA,NA,NA,NA
2009-10-28,38.045502,-121.918807983398,"water","SE Suisun",NA,NA,NA,NA,NA,48.6,NA,NA,NA,NA,NA
2009-10-28,38.167194,-121.938003540039,"water","Suisun Marsh",NA,NA,NA,NA,NA,18.7,NA,NA,NA,NA,NA
2009-10-28,38.207466,-122.033416748047,"water","Suisun Marsh",NA,NA,NA,NA,NA,39.8,NA,NA,NA,NA,NA
2009-10-28,38.367668,-121.520446777344,"water","Sacramento River",9,NA,NA,NA,NA,6.2,NA,NA,NA,NA,NA
2009-11-03,37.675556,-121.264167785645,"water","South Delta",4.19281491587085,7.88,15.63,NA,NA,NA,NA,NA,NA,NA,NA
2009-11-09,38.019196,-121.582191467285,"water","South Delta",NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA
2009-11-09,38.084766,-121.568962097168,"water","East Delta",NA,NA,NA,NA,NA,2.3,NA,NA,NA,NA,NA
2009-11-09,38.178806,-121.665306091309,"water","Sacramento River",NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA
2009-11-09,38.244392,-121.6875,"water","Yolo Bypass",NA,NA,NA,NA,NA,9.4,NA,NA,NA,NA,NA
2009-11-09,38.284084,-121.71785736084,"water","Yolo Bypass",NA,NA,NA,NA,NA,25.4,NA,NA,NA,NA,NA
2009-11-10,37.675556,-121.264167785645,"water","South Delta",11.54,7.9,13.58,NA,NA,NA,NA,NA,NA,NA,NA
2009-11-10,37.770458,-121.292266845703,"water","South Delta",7.15,7.81,17.18,1.675,0.15,2.8,NA,NA,NA,NA,NA
2009-11-10,37.7705,-121.292,"water","South Delta",8.4,8.57,24,NA,NA,NA,NA,NA,NA,NA,NA
2009-11-10,37.9556,-121.422,"water","South Delta",8.7,7.55,24,NA,NA,NA,NA,NA,NA,NA,NA
2009-11-10,37.955601,-121.422302246094,"water","South Delta",10.14,7.55,18.42,0.42,0.15,15,NA,NA,NA,NA,NA
2009-11-10,38.0632,-121.603,"water","Lower San Joaquin River",8.2,7.82,24,NA,NA,NA,NA,NA,NA,NA,NA
2009-11-10,38.063221,-121.603309631348,"water","Lower San Joaquin River",0.36,7.35,13.71,1.6145,0.71,15,NA,NA,NA,NA,NA
2009-11-10,38.115582,-121.493797302246,"water","East Delta",8.03,7.17,10.95,1.8,0.13,10,NA,NA,NA,NA,NA
2009-11-10,38.160221,-121.206428527832,"water","East Delta",8.81,6.06,14.51,0.0785,0.028,1.1,NA,NA,NA,NA,NA
2009-11-12,37.957909,-121.357765197754,"water","South Delta",NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA
2009-11-12,38.045502,-121.918807983398,"water","SE Suisun",NA,NA,NA,NA,NA,16.2,NA,NA,NA,NA,NA
2009-11-12,38.167194,-121.938003540039,"water","Suisun Marsh",NA,NA,NA,NA,NA,11.9,NA,NA,NA,NA,NA
2009-11-12,38.207466,-122.033416748047,"water","Suisun Marsh",NA,NA,NA,NA,NA,27.1,NA,NA,NA,NA,NA
2009-11-12,38.367668,-121.520446777344,"water","Sacramento River",NA,NA,NA,NA,NA,4.8,NA,NA,NA,NA,NA
2009-11-16,38.05299,-121.690330505371,"water","Lower San Joaquin River",NA,7.6,14.3,0.57,0.06,9.5,NA,NA,0.01,NA,NA
2009-11-16,38.105839,-121.700210571289,"water","Lower Sacramento River",NA,7.6,14.2,0.635,0.116,15.3,NA,NA,0.02,NA,NA
2009-11-16,38.12587,-121.57982635498,"water","East Delta",NA,7.5,13.9,0.615,0.069,2,NA,NA,0.03,NA,NA
2009-11-16,38.157452,-121.684677124023,"water","Sacramento River",NA,7.5,13.8,0.585,0.091,6.7,NA,NA,0.02,NA,NA
2009-11-16,38.162941,-121.609916687012,"water","Sacramento River",NA,7.5,13.3,0.89,0.076,4.4,NA,NA,0.01,NA,NA
2009-11-16,38.236931,-121.672737121582,"water","Yolo Bypass",NA,7.5,13.6,0.635,0.079,9.2,NA,NA,0.02,NA,NA
2009-11-16,38.24324,-121.513633728027,"water","Sacramento River",NA,7.5,12.9,0.635,0.085,4.3,NA,NA,0,NA,NA
2009-11-16,38.256008,-121.680892944336,"water","Yolo Bypass",NA,7.7,13.4,0.915,0.104,10.4,NA,NA,0.02,NA,NA
2009-11-16,38.25798,-121.726043701172,"water","Yolo Bypass",NA,7.7,13.9,0.7,0.079,26.1,NA,NA,0.03,NA,NA
2009-11-16,38.353329,-121.643226623535,"water","Yolo Bypass",NA,7.8,12.3,0.885,0.283,59.3,NA,NA,0,NA,NA
2009-11-16,38.37796,-121.524513244629,"water","Sacramento River",NA,7.3,12.8,0.79,0.09,3.4,NA,NA,0,NA,NA
2009-11-16,38.477909,-121.544311523438,"water","Sacramento River",NA,7.7,12,0.305,0.049,5.5,NA,NA,0,NA,NA
2009-11-16,38.580479,-121.508430480957,"water","Sacramento River",10.8,7.7,11.2,0.215,0.076,8.4,NA,NA,0,NA,NA
2009-11-17,37.675072,-121.26692199707,"water","South Delta",NA,7.8,12.4,2.265,0.098,7.2,NA,NA,0.01,NA,NA
2009-11-17,37.675556,-121.264167785645,"water","South Delta",11.24,7.96,11.81,NA,NA,NA,NA,NA,NA,NA,NA
2009-11-17,37.783981,-121.621513366699,"water","South Delta",NA,8.4,13.2,0.81,0.051,3.8,NA,NA,0.01,NA,NA
2009-11-17,37.812389,-121.578872680664,"water","South Delta",NA,7.7,13.9,0.975,0.079,4.9,NA,NA,0,NA,NA
2009-11-17,37.95636,-121.527961730957,"water","South Delta",NA,7.8,14.5,0.7,0.057,1.8,NA,NA,0.01,NA,NA
2009-11-17,37.991901,-121.407768249512,"water","South Delta",NA,7.7,13.8,0.87,0.063,2.4,NA,NA,0.01,NA,NA
2009-11-17,38.019009,-121.802886962891,"water","Confluence",NA,7.8,13.8,1.46,0.073,13.5,NA,NA,0.01,NA,NA
2009-11-17,38.046329,-121.918937683105,"water","SE Suisun",NA,7.8,13.7,0.61,0.076,14.3,NA,NA,0.01,NA,NA
2009-11-17,38.061939,-121.857147216797,"water","Confluence",NA,7.8,13.8,0.97,0.12,16.8,NA,NA,0.02,NA,NA
2009-11-18,38.239899,-121.564903259277,"water","Sacramento River",8.84,7.6,13.1,NA,NA,38,NA,NA,NA,NA,NA
2009-11-19,38.306801,-121.693397521973,"water","Yolo Bypass",7.09,8.21,12.4,0.33,0.27,29,NA,NA,NA,NA,NA
2009-11-24,37.675556,-121.264167785645,"water","South Delta",12.29,7.93,10.93,NA,NA,NA,NA,NA,NA,NA,NA
2009-12-01,37.675556,-121.264167785645,"water","South Delta",13.61,7.91,10.09,NA,NA,NA,NA,NA,NA,NA,NA
2009-12-01,38.019196,-121.582191467285,"water","South Delta",NA,NA,NA,NA,NA,9.6,NA,NA,NA,NA,NA
2009-12-01,38.084766,-121.568962097168,"water","East Delta",NA,NA,NA,NA,NA,4.8,NA,NA,NA,NA,NA
2009-12-01,38.178806,-121.665306091309,"water","Sacramento River",NA,NA,NA,NA,NA,5.4,NA,NA,NA,NA,NA
2009-12-01,38.244392,-121.6875,"water","Yolo Bypass",NA,NA,NA,NA,NA,18.4,NA,NA,NA,NA,NA
2009-12-01,38.284084,-121.71785736084,"water","Yolo Bypass",NA,NA,NA,NA,NA,22.6,NA,NA,NA,NA,NA
2009-12-02,37.957909,-121.357765197754,"water","South Delta",NA,NA,NA,NA,NA,2.6,NA,NA,NA,NA,NA
2009-12-02,38.045502,-121.918807983398,"water","SE Suisun",NA,NA,NA,NA,NA,8.2,NA,NA,NA,NA,NA
2009-12-02,38.167194,-121.938003540039,"water","Suisun Marsh",NA,NA,NA,NA,NA,25.5,NA,NA,NA,NA,NA
2009-12-02,38.207466,-122.033416748047,"water","Suisun Marsh",NA,NA,NA,NA,NA,11.6,NA,NA,NA,NA,NA
2009-12-02,38.367668,-121.520446777344,"water","Sacramento River",NA,NA,NA,NA,NA,6.5,NA,NA,NA,NA,NA
2009-12-07,38.05299,-121.690330505371,"water","Lower San Joaquin River",10.1,7.6,9.5,0.695,0.077,6.1,NA,NA,0.01,NA,NA
2009-12-07,38.105839,-121.700210571289,"water","Lower Sacramento River",10.8,7.7,9.4,0.71,0.071,17.2,NA,NA,0.02,NA,NA
2009-12-07,38.12587,-121.57982635498,"water","East Delta",9.9,7.6,9.3,0.62,0.066,4.2,NA,NA,0.01,NA,NA
2009-12-07,38.157452,-121.684677124023,"water","Sacramento River",9.4,7.5,9.5,0.74,0.071,12.2,NA,NA,0.02,NA,NA
2009-12-07,38.162941,-121.609916687012,"water","Sacramento River",9.9,7.5,8.9,0.565,0.083,3.5,NA,NA,0.01,NA,NA
2009-12-07,38.236931,-121.672737121582,"water","Yolo Bypass",9.8,7.5,9.1,0.655,0.077,8,NA,NA,0.02,NA,NA
2009-12-07,38.24324,-121.513633728027,"water","Sacramento River",10.2,7.4,9,0.58,0.065,4,NA,NA,0.01,NA,NA
2009-12-07,38.256008,-121.680892944336,"water","Yolo Bypass",10.3,7.8,8.9,0.71,0.107,12.5,NA,NA,0.02,NA,NA
2009-12-07,38.25798,-121.726043701172,"water","Yolo Bypass",10.7,7.8,8.4,0.735,0.113,15,NA,NA,0.01,NA,NA
2009-12-07,38.353329,-121.643226623535,"water","Yolo Bypass",9.2,7.9,7.5,1.065,0.289,29.9,NA,NA,0.01,NA,NA
2009-12-07,38.37796,-121.524513244629,"water","Sacramento River",10,7.3,9,0.525,0.077,4.5,NA,NA,0,NA,NA
2009-12-07,38.477909,-121.544311523438,"water","Sacramento River",10.5,7.5,8.5,0.23,0.034,6.4,NA,NA,0,NA,NA
2009-12-07,38.580479,-121.508430480957,"water","Sacramento River",11.5,7.7,8.3,0.26,0.034,0.7,NA,NA,0,NA,NA
2009-12-08,37.675072,-121.26692199707,"water","South Delta",10,7.7,7.2,1.74,0.089,7.1,NA,NA,0.01,NA,NA
2009-12-08,37.675556,-121.264167785645,"water","South Delta",16.52,7.99,7.16,NA,NA,NA,NA,NA,NA,NA,NA
2009-12-08,37.770458,-121.292266845703,"water","South Delta",11.18,7.73,7.4,2.455,0.22,3.2,NA,NA,NA,NA,NA
2009-12-08,37.7705,-121.292,"water","South Delta",8.4,8.44,25,NA,NA,NA,NA,NA,NA,NA,NA
2009-12-08,37.783981,-121.621513366699,"water","South Delta",11.2,8.1,8.1,0.95,0.071,3.2,NA,NA,0.01,NA,NA
2009-12-08,37.812389,-121.578872680664,"water","South Delta",10.4,7.9,8.1,1.81,0.174,6.8,NA,NA,0.01,NA,NA
2009-12-08,37.9556,-121.422,"water","South Delta",8.3,7.71,24,NA,NA,NA,NA,NA,NA,NA,NA
2009-12-08,37.955601,-121.422302246094,"water","South Delta",12.8,7.56,10.58,0.57,0.037,8,NA,NA,NA,NA,NA
2009-12-08,37.95636,-121.527961730957,"water","South Delta",9.4,9.6,9.3,0.755,0.053,2.6,NA,NA,0.01,NA,NA
2009-12-08,37.991901,-121.407768249512,"water","South Delta",9.8,7.5,9.7,1.25,0.077,3.8,NA,NA,0.01,NA,NA
2009-12-08,38.019009,-121.802886962891,"water","Confluence",9.4,7.8,9.3,0.66,0.095,17.5,NA,NA,0.01,NA,NA
2009-12-08,38.046329,-121.918937683105,"water","SE Suisun",8.9,7.8,8.7,0.77,0.077,25.1,NA,NA,0.02,NA,NA
2009-12-08,38.061939,-121.857147216797,"water","Confluence",9.1,7.8,9.1,0.7,0.072,22.2,NA,NA,0.02,NA,NA
2009-12-08,38.0632,-121.603,"water","Lower San Joaquin River",7.3,8.58,25,NA,NA,NA,NA,NA,NA,NA,NA
2009-12-08,38.063221,-121.603309631348,"water","Lower San Joaquin River",0.4,7.62,5.71,1.52485,0.7,8,NA,NA,NA,NA,NA
2009-12-08,38.115582,-121.493797302246,"water","East Delta",10.19,7.26,10,4.3,0.2,8.2,NA,NA,NA,NA,NA
2009-12-08,38.160221,-121.206428527832,"water","East Delta",9.45,6.87,2.31,0.08,0.053,1,NA,NA,NA,NA,NA
2009-12-11,38.434929,-121.525161743164,"water","Sacramento River",11.9,7.6,7.09,0.24,0.11,5.2,201,0.083,0.0042,NA,NA
2009-12-11,38.459202,-121.50309753418,"water","Sacramento River",11.8,7.7,7.19,0.15,0.042,5.1,193,0.092,0.0042,NA,NA
2009-12-14,38.236111,-121.418891906738,"water","East Delta",11.61,8.78,11.33,NA,NA,4.05,NA,NA,NA,NA,NA
2009-12-15,37.675556,-121.264167785645,"water","South Delta",10.57,7.97,11.17,NA,NA,NA,NA,NA,NA,NA,NA
2009-12-15,38.019196,-121.582191467285,"water","South Delta",NA,NA,NA,NA,NA,2.6,NA,NA,NA,NA,NA
2009-12-15,38.084766,-121.568962097168,"water","East Delta",NA,NA,NA,NA,NA,4.7,NA,NA,NA,NA,NA
2009-12-15,38.178806,-121.665306091309,"water","Sacramento River",NA,NA,NA,NA,NA,6.6,NA,NA,NA,NA,NA
2009-12-15,38.239899,-121.564903259277,"water","Sacramento River",6,7.41,11.1,NA,NA,24,NA,NA,NA,NA,NA
2009-12-15,38.244392,-121.6875,"water","Yolo Bypass",NA,NA,NA,NA,NA,7.9,NA,NA,NA,NA,NA
2009-12-15,38.284084,-121.71785736084,"water","Yolo Bypass",NA,NA,NA,NA,NA,10.9,NA,NA,NA,NA,NA
2009-12-15,38.306801,-121.693397521973,"water","Yolo Bypass",8.91,6.96,7.9,0.485,0.19,19,NA,NA,NA,NA,NA
2009-12-16,37.957909,-121.357765197754,"water","South Delta",NA,NA,NA,NA,NA,2.4,NA,NA,NA,NA,NA
2009-12-16,38.045502,-121.918807983398,"water","SE Suisun",NA,NA,NA,NA,NA,11.7,NA,NA,NA,NA,NA
2009-12-16,38.167194,-121.938003540039,"water","Suisun Marsh",NA,NA,NA,NA,NA,29.7,NA,NA,NA,NA,NA
2009-12-16,38.207466,-122.033416748047,"water","Suisun Marsh",NA,NA,NA,NA,NA,15.1,NA,NA,NA,NA,NA
2009-12-16,38.367668,-121.520446777344,"water","Sacramento River",NA,NA,NA,NA,NA,17.9,NA,NA,NA,NA,NA
2009-12-22,37.675556,-121.264167785645,"water","South Delta",12.72,7.94,10.37,NA,NA,NA,NA,NA,NA,NA,NA
2009-12-28,37.957909,-121.357765197754,"water","South Delta",NA,NA,NA,NA,NA,2.3,NA,NA,NA,NA,NA
2009-12-28,38.045502,-121.918807983398,"water","SE Suisun",NA,NA,NA,NA,NA,7.8,NA,NA,NA,NA,NA
2009-12-28,38.167194,-121.938003540039,"water","Suisun Marsh",NA,NA,NA,NA,NA,19.5,NA,NA,NA,NA,NA
2009-12-28,38.207466,-122.033416748047,"water","Suisun Marsh",NA,NA,NA,NA,NA,16.7,NA,NA,NA,NA,NA
2009-12-28,38.367668,-121.520446777344,"water","Sacramento River",NA,NA,NA,NA,NA,8.1,NA,NA,NA,NA,NA
2009-12-29,37.675556,-121.264167785645,"water","South Delta",13.03,7.6,9.82,NA,NA,NA,NA,NA,NA,NA,NA
2009-12-30,38.019196,-121.582191467285,"water","South Delta",NA,NA,NA,NA,NA,3.3,NA,NA,NA,NA,NA
2009-12-30,38.084766,-121.568962097168,"water","East Delta",NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA
2009-12-30,38.178806,-121.665306091309,"water","Sacramento River",NA,NA,NA,NA,NA,6.5,NA,NA,NA,NA,NA
2009-12-30,38.244392,-121.6875,"water","Yolo Bypass",NA,NA,NA,NA,NA,7.6,NA,NA,NA,NA,NA
2009-12-30,38.284084,-121.71785736084,"water","Yolo Bypass",NA,NA,NA,NA,NA,11.5,NA,NA,NA,NA,NA
2010-01-05,37.675556,-121.264167785645,"water","South Delta",14.82,7.65,10.44,NA,NA,NA,NA,NA,NA,NA,NA
2010-01-06,38.05986,-121.499336242676,"water","South Delta",2.18,6.64,9.2,1.065,0.222,NA,NA,NA,NA,NA,NA
2010-01-06,38.0599,-121.499,"water","South Delta",6,7.71,16,NA,NA,NA,NA,NA,NA,NA,NA
2010-01-06,38.112099,-121.613563537598,"water","Lower San Joaquin River",1.18,6.69,9.2,2.43,0.376,NA,NA,NA,NA,NA,NA
2010-01-06,38.1121,-121.614,"water","Lower San Joaquin River",10.2,8.19,26,NA,NA,NA,NA,NA,NA,NA,NA
2010-01-06,38.2089,-121.655151367188,"water","Sacramento River",6.06,7.66,8.9,0.685,0.137,NA,NA,NA,NA,NA,NA
2010-01-06,38.2089,-121.655,"water","Sacramento River",8.2,7.01,24,NA,NA,NA,NA,NA,NA,NA,NA
2010-01-06,38.228298,-121.490127563477,"water","East Delta",7.04,6.92,8.4,0.56,0.195,NA,NA,NA,NA,NA,NA
2010-01-06,38.2283,-121.49,"water","East Delta",8.2,7.91,24,NA,NA,NA,NA,NA,NA,NA,NA
2010-01-12,37.675556,-121.264167785645,"water","South Delta",16.78,7.73,10.9,NA,NA,NA,NA,NA,NA,NA,NA
2010-01-13,37.770458,-121.292266845703,"water","South Delta",2.94,7.35,10.87,0.645,0.35,5.3,NA,NA,NA,NA,NA
2010-01-13,37.7705,-121.292,"water","South Delta",5.8,7.57,26,NA,NA,NA,NA,NA,NA,NA,NA
2010-01-13,37.9556,-121.422,"water","South Delta",8.5,8.19,24,NA,NA,NA,NA,NA,NA,NA,NA
2010-01-13,37.955601,-121.422302246094,"water","South Delta",9.92,7.25,16.8,0.835,0.093,16,NA,NA,NA,NA,NA
2010-01-13,38.115582,-121.493797302246,"water","East Delta",6.69,7.15,10.85,4.8,0.21,34,NA,NA,NA,NA,NA
2010-01-13,38.1156,-121.494,"water","East Delta",8.2,8.22,25,NA,NA,NA,NA,NA,NA,NA,NA
2010-01-13,38.152561,-121.500953674316,"water","East Delta",4.78,7.5,14.61,0.795,0.28,35,NA,NA,NA,NA,NA
2010-01-13,38.1526,-121.501,"water","East Delta",6.1,7.31,26,NA,NA,NA,NA,NA,NA,NA,NA
2010-01-13,38.160221,-121.206428527832,"water","East Delta",9.73,6.73,14.9,0,0.022,3,NA,NA,NA,NA,NA
2010-01-18,38.434929,-121.525161743164,"water","Sacramento River",10.9,7.5,10.4,0.89,0.17,17,184,0.23,0.0042,NA,NA
2010-01-18,38.459202,-121.50309753418,"water","Sacramento River",11.2,7.6,10.2,0.56,0.17,19,179,0.21,0.0042,NA,NA
2010-01-18,38.562275,-121.391807556152,"water","Sacramento River",7.4,7.75,11.96,NA,NA,NA,NA,NA,NA,NA,NA
2010-01-19,37.675556,-121.264167785645,"water","South Delta",13.81,8.53,10.94,NA,NA,NA,NA,NA,NA,NA,NA
2010-01-19,38.239899,-121.564903259277,"water","Sacramento River",10.55,7.65,10.5,NA,NA,70,NA,NA,NA,NA,NA
2010-01-19,38.306801,-121.693397521973,"water","Yolo Bypass",13.3,7.33,9.9,0.32,0.22,19,NA,NA,NA,NA,NA
2010-01-20,38.562275,-121.391807556152,"water","Sacramento River",11.92,7.74,9.6,NA,NA,NA,NA,NA,NA,NA,NA
2010-01-25,38.105839,-121.700210571289,"water","Lower Sacramento River",10.6,7.4,8.5,0.695,0.062,287,NA,NA,0.01,NA,NA
2010-01-25,38.12587,-121.57982635498,"water","East Delta",11.3,7.3,8.6,0.775,0.334,198,NA,NA,0.01,NA,NA
2010-01-25,38.157452,-121.684677124023,"water","Sacramento River",9,7.3,8.4,0.65,0.05,212,NA,NA,0.01,NA,NA
2010-01-25,38.162941,-121.609916687012,"water","Sacramento River",8.6,7.3,8.4,0.8,0.038,208,NA,NA,0.01,NA,NA
2010-01-25,38.236931,-121.672737121582,"water","Yolo Bypass",8.7,7.2,8.4,0.85,0.359,204,NA,NA,0.01,NA,NA
2010-01-25,38.24324,-121.513633728027,"water","Sacramento River",8.6,7.3,8.4,0.63,0.377,191,NA,NA,0.01,NA,NA
