"Date","Latitude","Longitude","Matrix","Subregion","atrazine","imidacloprid","glyphosate","clothianidin"
2010-04-13,38.1527,-121.4989,"water","East Delta",0,NA,0,NA
2010-05-11,38.115582,-121.493797302246,"water","East Delta",0,NA,NA,NA
2010-05-11,38.152561,-121.500953674316,"water","East Delta",NA,NA,0,NA
2010-05-11,38.1527,-121.4989,"water","East Delta",NA,NA,0,NA
2010-05-18,37.67555,-121.26547,"water","South Delta",0,0,NA,NA
2010-06-02,37.67555,-121.26547,"water","South Delta",0,NA,0.07,NA
2010-06-08,37.770458,-121.292266845703,"water","South Delta",0,NA,NA,NA
2010-06-08,38.115582,-121.493797302246,"water","East Delta",NA,NA,0,NA
2010-06-08,38.1159,-121.4949,"water","East Delta",NA,NA,0,NA
2010-06-08,38.152561,-121.500953674316,"water","East Delta",NA,NA,0,NA
2010-06-15,37.67555,-121.26547,"water","South Delta",0,NA,NA,NA
2010-07-07,37.67555,-121.26547,"water","South Delta",NA,NA,0.18,NA
2010-07-13,37.770458,-121.292266845703,"water","South Delta",NA,NA,0,NA
2010-07-13,38.1159,-121.4949,"water","East Delta",0,NA,NA,NA
2010-07-20,37.67555,-121.26547,"water","South Delta",NA,NA,0.18,NA
2010-08-10,37.770458,-121.292266845703,"water","South Delta",NA,NA,0,NA
2010-08-10,37.77341,-121.29245,"water","South Delta",0,NA,0,NA
2010-08-10,38.115582,-121.493797302246,"water","East Delta",0,NA,0,NA
2010-08-10,38.1527,-121.4989,"water","East Delta",NA,NA,0,NA
2010-08-19,37.67555,-121.26547,"water","South Delta",0,NA,0.25,NA
2010-09-07,37.770458,-121.292266845703,"water","South Delta",NA,NA,0,NA
2010-09-07,38.1159,-121.4949,"water","East Delta",NA,NA,0,NA
2010-09-29,37.67555,-121.26547,"water","South Delta",NA,NA,0.13,NA
2010-10-12,37.77341,-121.29245,"water","South Delta",0,NA,NA,NA
2010-10-12,38.152561,-121.500953674316,"water","East Delta",NA,NA,0,NA
2010-10-12,38.1527,-121.4989,"water","East Delta",0,NA,0,NA
2010-10-26,38.45602,-121.50134,"water","Sacramento River",0,NA,NA,NA
2010-11-08,37.67555,-121.26547,"water","South Delta",NA,NA,0.18,NA
2010-11-09,37.77341,-121.29245,"water","South Delta",0,NA,NA,NA
2010-11-09,38.1159,-121.4949,"water","East Delta",0,NA,0,NA
2010-11-09,38.152561,-121.500953674316,"water","East Delta",0,NA,0,NA
2010-11-09,38.1527,-121.4989,"water","East Delta",NA,NA,0,NA
2010-11-09,38.45602,-121.50134,"water","Sacramento River",0,NA,NA,NA
2010-12-07,37.770458,-121.292266845703,"water","South Delta",0,NA,0,NA
2010-12-07,38.115582,-121.493797302246,"water","East Delta",NA,NA,0,NA
2010-12-07,38.1159,-121.4949,"water","East Delta",0,NA,NA,NA
2010-12-07,38.152561,-121.500953674316,"water","East Delta",0,NA,NA,NA
2010-12-14,37.67555,-121.26547,"water","South Delta",NA,NA,0,NA
2010-12-28,38.45602,-121.50134,"water","Sacramento River",0,NA,NA,NA
2010-12-29,37.67555,-121.26547,"water","South Delta",0,NA,0.07,NA
2011-01-11,38.16022,-121.20643,"water","East Delta",NA,NA,0,NA
2011-01-11,38.160221,-121.206428527832,"water","East Delta",0,NA,0,NA
2011-02-08,37.955601,-121.422302246094,"water","South Delta",0,NA,NA,NA
2011-02-08,38.160221,-121.206428527832,"water","East Delta",NA,NA,0,NA
2011-02-09,37.67555,-121.26547,"water","South Delta",0,NA,NA,NA
2011-03-08,37.9556,-121.4223,"water","South Delta",0,NA,0,NA
2011-03-08,37.955601,-121.422302246094,"water","South Delta",NA,NA,0,NA
2011-03-16,37.67555,-121.26547,"water","South Delta",NA,NA,0.09,NA
2011-04-05,38.04833,-122.09667,"water","SW Suisun",NA,NA,0,NA
2011-04-05,38.049999,-121.87833404541,"water","Confluence",0,NA,0,NA
2011-04-05,38.05,-121.87833,"water","Confluence",NA,NA,0,NA
2011-04-05,38.06242,-121.820510864258,"water","Confluence",0,NA,NA,NA
2011-04-05,38.06242,-121.82051,"water","Confluence",0,NA,NA,NA
2011-04-05,38.064999,-122.035003662109,"water","SE Suisun",NA,NA,0,NA
2011-04-05,38.11708,-122.03972,"water","NW Suisun",0,0,NA,0
2011-04-05,38.117081,-122.03971862793,"water","NW Suisun",0,NA,NA,NA
2011-04-11,38.04278,-121.92013,"water","SE Suisun",0,NA,NA,NA
2011-04-11,38.36771,-121.5205,"water","Sacramento River",NA,NA,NA,0
2011-04-12,37.955601,-121.422302246094,"water","South Delta",0,NA,0,NA
2011-04-12,38.02161,-121.8063,"water","Confluence",0,NA,NA,NA
2011-04-12,38.02161,-121.806297302246,"water","Confluence",0,NA,NA,NA
2011-04-12,38.04833,-122.09667,"water","SW Suisun",0,NA,NA,NA
2011-04-12,38.049999,-121.87833404541,"water","Confluence",0,NA,0,NA
2011-04-12,38.060001,-121.980003356934,"water","SE Suisun",NA,NA,0,NA
2011-04-12,38.065,-122.035,"water","SE Suisun",0,NA,NA,NA
2011-04-12,38.11708,-122.03972,"water","NW Suisun",0,NA,NA,0
2011-04-12,38.117081,-122.03971862793,"water","NW Suisun",NA,NA,0,NA
2011-04-12,38.16022,-121.20643,"water","East Delta",0,NA,NA,NA
2011-04-18,38.04278,-121.92013,"water","SE Suisun",0,NA,NA,NA
2011-04-18,38.36771,-121.5205,"water","Sacramento River",NA,0,NA,NA
2011-04-19,37.67555,-121.26547,"water","South Delta",NA,NA,0.07,NA
2011-04-20,38.45602,-121.50134,"water","Sacramento River",0,NA,NA,NA
2011-04-21,38.02161,-121.8063,"water","Confluence",0,NA,0,NA
2011-04-21,38.05,-121.87833,"water","Confluence",0,NA,NA,NA
2011-04-21,38.06,-121.98,"water","SE Suisun",0,NA,0,NA
2011-04-21,38.06242,-121.820510864258,"water","Confluence",0,NA,NA,NA
2011-04-21,38.064999,-122.035003662109,"water","SE Suisun",NA,NA,0,NA
2011-04-21,38.11708,-122.03972,"water","NW Suisun",NA,NA,0,0
2011-04-25,38.04278,-121.92013,"water","SE Suisun",NA,NA,NA,0
2011-04-25,38.36771,-121.5205,"water","Sacramento River",NA,NA,NA,0
2011-04-26,38.02161,-121.8063,"water","Confluence",NA,NA,0,NA
2011-04-26,38.048328,-122.096664428711,"water","SW Suisun",0,NA,NA,NA
2011-04-26,38.049999,-121.87833404541,"water","Confluence",NA,NA,0,NA
2011-04-26,38.06242,-121.82051,"water","Confluence",NA,NA,0,NA
2011-04-26,38.065,-122.035,"water","SE Suisun",0,NA,NA,NA
2011-04-26,38.11708,-122.03972,"water","NW Suisun",0,NA,NA,0
2011-05-02,38.36771,-121.5205,"water","Sacramento River",NA,NA,NA,0
2011-05-03,38.02161,-121.8063,"water","Confluence",0,NA,NA,NA
2011-05-03,38.02161,-121.806297302246,"water","Confluence",0,NA,NA,NA
2011-05-03,38.04833,-122.09667,"water","SW Suisun",NA,NA,0,NA
2011-05-03,38.06,-121.98,"water","SE Suisun",0,NA,0,NA
2011-05-03,38.06242,-121.820510864258,"water","Confluence",0,NA,0,NA
2011-05-03,38.06242,-121.82051,"water","Confluence",0,NA,NA,NA
2011-05-03,38.117081,-122.03971862793,"water","NW Suisun",NA,NA,0,NA
2011-05-09,38.04278,-121.92013,"water","SE Suisun",NA,NA,NA,0
2011-05-09,38.36771,-121.5205,"water","Sacramento River",NA,0,NA,NA
2011-05-10,38.02161,-121.8063,"water","Confluence",NA,NA,0,NA
2011-05-10,38.048328,-122.096664428711,"water","SW Suisun",NA,NA,4.5,NA
2011-05-10,38.049999,-121.87833404541,"water","Confluence",0,NA,0,NA
2011-05-10,38.05,-121.87833,"water","Confluence",0,NA,NA,NA
2011-05-10,38.060001,-121.980003356934,"water","SE Suisun",0,NA,NA,NA
2011-05-10,38.06242,-121.82051,"water","Confluence",NA,NA,0,NA
2011-05-10,38.065,-122.035,"water","SE Suisun",NA,NA,0,NA
2011-05-10,38.11708,-122.03972,"water","NW Suisun",0,0,NA,0
2011-05-11,37.67555,-121.26547,"water","South Delta",0,NA,NA,NA
2011-05-16,38.04278,-121.92013,"water","SE Suisun",0,NA,NA,NA
2011-05-16,38.36771,-121.5205,"water","Sacramento River",NA,0,NA,NA
2011-05-17,38.02161,-121.8063,"water","Confluence",0,NA,NA,NA
2011-05-17,38.02161,-121.806297302246,"water","Confluence",0,NA,NA,NA
2011-05-17,38.049999,-121.87833404541,"water","Confluence",NA,NA,0,NA
2011-05-17,38.05,-121.87833,"water","Confluence",0,NA,NA,NA
2011-05-17,38.06,-121.98,"water","SE Suisun",NA,NA,0,NA
2011-05-17,38.060001,-121.980003356934,"water","SE Suisun",0,NA,NA,NA
2011-05-17,38.06242,-121.82051,"water","Confluence",NA,NA,0,NA
2011-05-17,38.064999,-122.035003662109,"water","SE Suisun",NA,NA,0,NA
2011-05-17,38.065,-122.035,"water","SE Suisun",0,NA,0,NA
2011-05-17,38.11708,-122.03972,"water","NW Suisun",0,NA,NA,NA
2011-05-17,38.117081,-122.03971862793,"water","NW Suisun",NA,NA,0,NA
2011-05-23,38.04278,-121.92013,"water","SE Suisun",0,NA,NA,NA
2011-05-23,38.36771,-121.5205,"water","Sacramento River",0,NA,NA,0
2011-05-23,38.45602,-121.50134,"water","Sacramento River",0,NA,NA,NA
2011-05-24,37.9556,-121.4223,"water","South Delta",NA,NA,0,NA
2011-05-24,37.955601,-121.422302246094,"water","South Delta",NA,NA,0,NA
2011-05-24,38.02161,-121.8063,"water","Confluence",NA,NA,0,NA
2011-05-24,38.02161,-121.806297302246,"water","Confluence",0,NA,NA,NA
2011-05-24,38.048328,-122.096664428711,"water","SW Suisun",NA,NA,0,NA
2011-05-24,38.04833,-122.09667,"water","SW Suisun",NA,NA,0,NA
2011-05-24,38.06,-121.98,"water","SE Suisun",NA,NA,0,NA
2011-05-24,38.06242,-121.820510864258,"water","Confluence",0,NA,NA,NA
2011-05-24,38.06242,-121.82051,"water","Confluence",0,NA,NA,NA
2011-05-24,38.11708,-122.03972,"water","NW Suisun",0,NA,0,NA
2011-05-24,38.16022,-121.20643,"water","East Delta",0,NA,NA,NA
2011-05-24,38.160221,-121.206428527832,"water","East Delta",0,NA,NA,NA
2011-05-31,38.02161,-121.8063,"water","Confluence",0,NA,NA,NA
2011-05-31,38.02161,-121.806297302246,"water","Confluence",NA,NA,0,NA
2011-05-31,38.04833,-122.09667,"water","SW Suisun",0,NA,NA,NA
2011-05-31,38.05,-121.87833,"water","Confluence",0,NA,NA,NA
2011-05-31,38.06242,-121.820510864258,"water","Confluence",0.1,NA,NA,NA
2011-05-31,38.06242,-121.82051,"water","Confluence",0,NA,NA,NA
2011-05-31,38.065,-122.035,"water","SE Suisun",0,NA,0,NA
2011-05-31,38.11708,-122.03972,"water","NW Suisun",NA,0,NA,NA
2011-06-01,38.04278,-121.92013,"water","SE Suisun",NA,0,NA,NA
2011-06-01,38.36771,-121.5205,"water","Sacramento River",NA,NA,NA,0
2011-06-02,37.67555,-121.26547,"water","South Delta",NA,NA,0.05,NA
2011-06-06,38.04278,-121.92013,"water","SE Suisun",NA,0,NA,NA
2011-06-07,38.02161,-121.8063,"water","Confluence",0,NA,NA,NA
2011-06-07,38.049999,-121.87833404541,"water","Confluence",NA,NA,0,NA
2011-06-07,38.060001,-121.980003356934,"water","SE Suisun",0.1,NA,NA,NA
2011-06-07,38.06242,-121.820510864258,"water","Confluence",0.1,NA,NA,NA
2011-06-07,38.064999,-122.035003662109,"water","SE Suisun",0.1,NA,NA,NA
2011-06-07,38.065,-122.035,"water","SE Suisun",NA,NA,0,NA
2011-06-07,38.11708,-122.03972,"water","NW Suisun",NA,NA,0,NA
2011-06-07,38.117081,-122.03971862793,"water","NW Suisun",NA,NA,0,NA
2011-06-07,38.45602,-121.50134,"water","Sacramento River",0,NA,NA,NA
2011-06-13,38.04278,-121.92013,"water","SE Suisun",NA,0,NA,NA
2011-06-13,38.36771,-121.5205,"water","Sacramento River",NA,NA,NA,0
2011-06-21,37.67555,-121.26547,"water","South Delta",NA,NA,0.03,NA
2011-06-28,38.16022,-121.20643,"water","East Delta",NA,NA,0,NA
2011-06-28,38.160221,-121.206428527832,"water","East Delta",NA,NA,0,NA
2011-07-05,38.45602,-121.50134,"water","Sacramento River",0,NA,NA,NA
2011-07-06,37.67555,-121.26547,"water","South Delta",NA,NA,0.07,NA
2011-07-26,37.9556,-121.4223,"water","South Delta",0,NA,NA,NA
2011-07-26,37.955601,-121.422302246094,"water","South Delta",0,NA,0,NA
2011-07-26,38.16022,-121.20643,"water","East Delta",0,NA,NA,NA
2011-07-28,38.105209,-121.419036865234,"water","East Delta",NA,0,NA,NA
2011-08-02,37.67555,-121.26547,"water","South Delta",0,NA,NA,NA
2011-08-09,37.67555,-121.26547,"water","South Delta",NA,NA,0.12,NA
2011-08-10,38.45602,-121.50134,"water","Sacramento River",0,NA,NA,NA
2011-09-07,37.67555,-121.26547,"water","South Delta",NA,NA,0.12,NA
2011-09-20,37.67555,-121.26547,"water","South Delta",NA,NA,0.36,NA
2011-10-06,37.9556,-121.4223,"water","South Delta",0,NA,NA,NA
2011-10-06,38.16022,-121.20643,"water","East Delta",NA,NA,0,NA
2011-10-06,38.160221,-121.206428527832,"water","East Delta",NA,NA,0,NA
2011-10-26,37.67555,-121.26547,"water","South Delta",0,NA,NA,NA
2011-11-15,38.160221,-121.206428527832,"water","East Delta",0,NA,0,NA
2011-12-13,37.9556,-121.4223,"water","South Delta",NA,NA,0,NA
2011-12-13,37.955601,-121.422302246094,"water","South Delta",0,NA,NA,NA
2012-01-18,38.45602,-121.50134,"water","Sacramento River",0,NA,NA,NA
2012-02-07,37.67555,-121.26547,"water","South Delta",0,NA,0.09,NA
2012-02-21,37.67555,-121.26547,"water","South Delta",0,NA,NA,NA
2012-03-13,37.67555,-121.26547,"water","South Delta",NA,NA,0.36,NA
2012-03-27,38.02161,-121.8063,"water","Confluence",NA,NA,NA,0
2012-03-27,38.02161,-121.806297302246,"water","Confluence",0,NA,NA,NA
2012-03-27,38.04833,-122.09667,"water","SW Suisun",NA,NA,NA,0
2012-03-27,38.049999,-121.87833404541,"water","Confluence",NA,0.003,NA,NA
2012-03-27,38.05,-121.87833,"water","Confluence",NA,NA,NA,0
2012-03-27,38.06,-121.98,"water","SE Suisun",NA,NA,NA,0
2012-03-27,38.062408,-121.820503234863,"water","Confluence",NA,0.0013,NA,NA
2012-03-27,38.06242,-121.820510864258,"water","Confluence",0,0.003,NA,NA
2012-03-27,38.06242,-121.82051,"water","Confluence",0,0,NA,0
2012-03-27,38.064999,-122.035003662109,"water","SE Suisun",0,0.003,0,NA
2012-03-27,38.11708,-122.03972,"water","NW Suisun",0,0,NA,0
2012-03-27,38.117081,-122.03971862793,"water","NW Suisun",0,NA,0,0
2012-04-03,37.67555,-121.26547,"water","South Delta",0,NA,NA,NA
2012-04-03,38.02161,-121.8063,"water","Confluence",0,0,NA,0
2012-04-03,38.049999,-121.87833404541,"water","Confluence",NA,NA,0,NA
2012-04-03,38.06,-121.98,"water","SE Suisun",0,NA,NA,0
2012-04-03,38.062408,-121.820503234863,"water","Confluence",NA,0.0022,NA,NA
2012-04-03,38.06242,-121.820510864258,"water","Confluence",NA,NA,NA,0
2012-04-03,38.06242,-121.82051,"water","Confluence",NA,NA,0,NA
2012-04-03,38.11708,-122.03972,"water","NW Suisun",0,NA,NA,0
2012-04-03,38.117081,-122.03971862793,"water","NW Suisun",NA,0.003,NA,NA
2012-04-10,38.02161,-121.8063,"water","Confluence",0,NA,NA,0
2012-04-10,38.02161,-121.806297302246,"water","Confluence",NA,0.002,NA,NA
2012-04-10,38.048328,-122.096664428711,"water","SW Suisun",0,NA,NA,0
2012-04-10,38.04833,-122.09667,"water","SW Suisun",NA,NA,NA,0
2012-04-10,38.049999,-121.87833404541,"water","Confluence",0,NA,NA,0
2012-04-10,38.05,-121.87833,"water","Confluence",NA,NA,0,NA
2012-04-10,38.06,-121.98,"water","SE Suisun",NA,NA,0,NA
2012-04-10,38.060001,-121.980003356934,"water","SE Suisun",NA,0.003,NA,NA
2012-04-10,38.062408,-121.820503234863,"water","Confluence",NA,0,NA,NA
2012-04-10,38.06242,-121.820510864258,"water","Confluence",NA,0.002,NA,NA
2012-04-10,38.06242,-121.82051,"water","Confluence",NA,0,0,NA
2012-04-10,38.065,-122.035,"water","SE Suisun",NA,NA,0,0
2012-04-10,38.11694,-122.03971862793,"water","NW Suisun",NA,0,NA,NA
2012-04-10,38.11708,-122.03972,"water","NW Suisun",NA,NA,NA,0
2012-04-10,38.117081,-122.03971862793,"water","NW Suisun",0,0.003,0,NA
2012-04-16,37.67555,-121.26547,"water","South Delta",0,NA,0.22,NA
2012-04-17,38.02161,-121.8063,"water","Confluence",0,0,0,NA
2012-04-17,38.048328,-122.096664428711,"water","SW Suisun",0,NA,NA,NA
2012-04-17,38.049999,-121.87833404541,"water","Confluence",NA,NA,0,NA
2012-04-17,38.060001,-121.980003356934,"water","SE Suisun",NA,0.002,NA,NA
2012-04-17,38.06242,-121.820510864258,"water","Confluence",0,NA,0,0
2012-04-17,38.06242,-121.82051,"water","Confluence",NA,NA,0,NA
2012-04-17,38.065,-122.035,"water","SE Suisun",0,NA,NA,NA
2012-04-17,38.11708,-122.03972,"water","NW Suisun",NA,NA,0,0
2012-04-17,38.117081,-122.03971862793,"water","NW Suisun",NA,0.002,0,NA
2012-04-24,38.02161,-121.806297302246,"water","Confluence",NA,NA,0,0
2012-04-24,38.048328,-122.096664428711,"water","SW Suisun",0,NA,0,NA
2012-04-24,38.04833,-122.09667,"water","SW Suisun",NA,NA,0,NA
2012-04-24,38.05,-121.87833,"water","Confluence",0,NA,NA,NA
2012-04-24,38.060001,-121.980003356934,"water","SE Suisun",NA,NA,NA,0
2012-04-24,38.06242,-121.820510864258,"water","Confluence",NA,0.002,NA,NA
2012-04-24,38.06242,-121.82051,"water","Confluence",NA,NA,NA,0
2012-04-24,38.064999,-122.035003662109,"water","SE Suisun",NA,0.003,NA,NA
2012-04-24,38.11694,-122.03971862793,"water","NW Suisun",NA,0,NA,NA
2012-04-24,38.117081,-122.03971862793,"water","NW Suisun",0,NA,NA,NA
2012-05-01,38.02161,-121.8063,"water","Confluence",0,NA,NA,0
2012-05-01,38.02161,-121.806297302246,"water","Confluence",0,0,0,0
2012-05-01,38.048328,-122.096664428711,"water","SW Suisun",0,NA,NA,NA
2012-05-01,38.04833,-122.09667,"water","SW Suisun",0,NA,NA,0
2012-05-01,38.049999,-121.87833404541,"water","Confluence",NA,NA,NA,0
2012-05-01,38.06,-121.98,"water","SE Suisun",0,NA,NA,0
2012-05-01,38.060001,-121.980003356934,"water","SE Suisun",NA,0.002,0,NA
2012-05-01,38.06242,-121.820510864258,"water","Confluence",NA,0,NA,NA
2012-05-01,38.06242,-121.82051,"water","Confluence",0,NA,NA,0
2012-05-01,38.064999,-122.035003662109,"water","SE Suisun",0,NA,0,0
2012-05-01,38.065,-122.035,"water","SE Suisun",NA,NA,NA,0
2012-05-01,38.11694,-122.03971862793,"water","NW Suisun",NA,0,NA,NA
2012-05-01,38.11708,-122.03972,"water","NW Suisun",NA,NA,NA,0
2012-05-08,38.02161,-121.8063,"water","Confluence",NA,NA,NA,0
2012-05-08,38.02161,-121.806297302246,"water","Confluence",NA,0,NA,NA
2012-05-08,38.048328,-122.096664428711,"water","SW Suisun",NA,0.002,NA,NA
2012-05-08,38.04833,-122.09667,"water","SW Suisun",0,NA,NA,NA
2012-05-08,38.049999,-121.87833404541,"water","Confluence",0,0.0014,0,NA
2012-05-08,38.06,-121.98,"water","SE Suisun",0,NA,NA,NA
2012-05-08,38.060001,-121.980003356934,"water","SE Suisun",0,0.0014,0,NA
2012-05-08,38.06242,-121.820510864258,"water","Confluence",NA,NA,0,NA
2012-05-08,38.06242,-121.82051,"water","Confluence",0,NA,0,0
2012-05-08,38.064999,-122.035003662109,"water","SE Suisun",NA,0.002,0,NA
2012-05-08,38.065,-122.035,"water","SE Suisun",0,NA,NA,0
2012-05-08,38.11708,-122.03972,"water","NW Suisun",0,0,0,0
2012-05-08,38.117081,-122.03971862793,"water","NW Suisun",NA,NA,0,NA
2012-05-15,38.02161,-121.8063,"water","Confluence",NA,0,0,NA
2012-05-15,38.04833,-122.09667,"water","SW Suisun",NA,NA,0,NA
2012-05-15,38.049999,-121.87833404541,"water","Confluence",0,0.0013,0,NA
2012-05-15,38.05,-121.87833,"water","Confluence",NA,NA,0,0
2012-05-15,38.06,-121.98,"water","SE Suisun",0,NA,NA,0
2012-05-15,38.06242,-121.820510864258,"water","Confluence",0,NA,NA,NA
2012-05-15,38.06242,-121.82051,"water","Confluence",0,NA,NA,NA
2012-05-15,38.064999,-122.035003662109,"water","SE Suisun",NA,NA,NA,0
2012-05-15,38.11708,-122.03972,"water","NW Suisun",0,0,0,NA
2012-05-15,38.117081,-122.03971862793,"water","NW Suisun",NA,0,NA,NA
2012-05-16,37.67555,-121.26547,"water","South Delta",0,NA,0.12,NA
2012-05-16,37.676109,-121.266387939453,"water","South Delta",0,NA,NA,NA
2012-05-17,38.45602,-121.50134,"water","Sacramento River",0,0,NA,0
2012-05-22,38.02161,-121.8063,"water","Confluence",0,0,0,NA
2012-05-22,38.02161,-121.806297302246,"water","Confluence",NA,NA,0,NA
2012-05-22,38.048328,-122.096664428711,"water","SW Suisun",0,0,NA,NA
2012-05-22,38.04833,-122.09667,"water","SW Suisun",NA,NA,0,NA
2012-05-22,38.05,-121.87833,"water","Confluence",NA,NA,0,0
2012-05-22,38.06,-121.98,"water","SE Suisun",NA,NA,NA,0
2012-05-22,38.060001,-121.980003356934,"water","SE Suisun",0,NA,0,0
2012-05-22,38.06242,-121.820510864258,"water","Confluence",NA,0,NA,NA
2012-05-22,38.06242,-121.82051,"water","Confluence",0,0,NA,0
2012-05-22,38.064999,-122.035003662109,"water","SE Suisun",0,NA,NA,NA
2012-05-22,38.11708,-122.03972,"water","NW Suisun",0,NA,NA,0
2012-05-22,38.117081,-122.03971862793,"water","NW Suisun",0,0,NA,NA
2012-05-29,38.02161,-121.8063,"water","Confluence",0,NA,NA,NA
2012-05-29,38.048328,-122.096664428711,"water","SW Suisun",NA,NA,0,0
2012-05-29,38.04833,-122.09667,"water","SW Suisun",0,NA,NA,NA
2012-05-29,38.049999,-121.87833404541,"water","Confluence",0,NA,0,0
2012-05-29,38.05,-121.87833,"water","Confluence",0,NA,0,0
2012-05-29,38.06,-121.98,"water","SE Suisun",0,NA,NA,NA
2012-05-29,38.060001,-121.980003356934,"water","SE Suisun",NA,0,NA,NA
2012-05-29,38.062408,-121.820503234863,"water","Confluence",NA,0,NA,NA
2012-05-29,38.06242,-121.820510864258,"water","Confluence",NA,0,0,NA
2012-05-29,38.06242,-121.82051,"water","Confluence",0,NA,NA,NA
2012-05-29,38.064999,-122.035003662109,"water","SE Suisun",NA,NA,NA,0
2012-05-29,38.065,-122.035,"water","SE Suisun",0,NA,NA,NA
2012-05-29,38.11708,-122.03972,"water","NW Suisun",NA,0,NA,0
2012-05-29,38.117081,-122.03971862793,"water","NW Suisun",NA,0,NA,NA
2012-05-30,37.67555,-121.26547,"water","South Delta",NA,0,1.5,0
2012-05-30,38.45602,-121.50134,"water","Sacramento River",0,NA,NA,NA
2012-06-06,37.67555,-121.26547,"water","South Delta",NA,0,NA,NA
2012-06-12,38.45602,-121.50134,"water","Sacramento River",NA,NA,NA,0
2012-06-20,38.456112,-121.501388549805,"water","Sacramento River",NA,0,NA,NA
2012-06-21,37.67555,-121.26547,"water","South Delta",NA,0,NA,0
2012-07-02,37.67555,-121.26547,"water","South Delta",NA,NA,NA,0
2012-07-02,37.676109,-121.266387939453,"water","South Delta",0,NA,NA,NA
2012-07-09,38.456112,-121.501388549805,"water","Sacramento River",NA,0,NA,NA
2012-07-24,38.45602,-121.50134,"water","Sacramento River",NA,NA,NA,0
2012-07-24,38.456112,-121.501388549805,"water","Sacramento River",NA,0,NA,NA
2012-07-25,37.67555,-121.26547,"water","South Delta",0,0,NA,0
2012-07-25,37.676109,-121.266387939453,"water","South Delta",NA,0,NA,NA
2012-08-07,38.45602,-121.50134,"water","Sacramento River",NA,0,NA,NA
2012-08-08,37.67555,-121.26547,"water","South Delta",0,0,0.29,NA
2012-08-08,37.676109,-121.266387939453,"water","South Delta",NA,NA,NA,9e-04
2012-08-22,38.45602,-121.50134,"water","Sacramento River",NA,0,NA,0
2012-08-23,37.67555,-121.26547,"water","South Delta",0,NA,NA,0
2012-08-23,37.676109,-121.266387939453,"water","South Delta",NA,0,NA,NA
2012-09-06,37.67555,-121.26547,"water","South Delta",NA,0,NA,NA
2012-09-06,37.676109,-121.266387939453,"water","South Delta",0,NA,NA,NA
2012-09-18,38.45602,-121.50134,"water","Sacramento River",0,NA,NA,0
2012-09-18,38.456112,-121.501388549805,"water","Sacramento River",NA,0,NA,NA
2012-09-20,37.67555,-121.26547,"water","South Delta",NA,0,NA,NA
2012-09-20,37.676109,-121.266387939453,"water","South Delta",NA,0,NA,0.0019
2012-10-17,37.67555,-121.26547,"water","South Delta",NA,0,NA,0
2012-10-17,37.676109,-121.266387939453,"water","South Delta",0,NA,NA,NA
2012-10-18,38.45602,-121.50134,"water","Sacramento River",NA,NA,NA,0
2012-10-18,38.456112,-121.501388549805,"water","Sacramento River",NA,0,NA,NA
2012-10-29,38.45602,-121.50134,"water","Sacramento River",NA,0,NA,0
2012-10-30,37.67555,-121.26547,"water","South Delta",NA,NA,NA,0
2012-10-30,37.676109,-121.266387939453,"water","South Delta",NA,NA,NA,0
2012-11-14,37.67555,-121.26547,"water","South Delta",0,0,NA,NA
2012-11-14,37.676109,-121.266387939453,"water","South Delta",NA,NA,NA,0
2012-11-14,38.45602,-121.50134,"water","Sacramento River",NA,0,NA,NA
2012-11-26,37.67555,-121.26547,"water","South Delta",NA,NA,NA,0
2012-11-26,37.676109,-121.266387939453,"water","South Delta",NA,NA,NA,0
2012-11-27,38.45602,-121.50134,"water","Sacramento River",NA,NA,NA,0
2012-12-04,38.45602,-121.50134,"water","Sacramento River",0,0,NA,NA
2012-12-05,37.67555,-121.26547,"water","South Delta",0,0,NA,0
2012-12-05,37.676109,-121.266387939453,"water","South Delta",0,NA,NA,0
2012-12-18,37.676109,-121.266387939453,"water","South Delta",NA,NA,NA,0
2013-01-08,38.45602,-121.50134,"water","Sacramento River",NA,0,NA,NA
2013-01-08,38.456112,-121.501388549805,"water","Sacramento River",NA,0,NA,NA
2013-01-15,37.770458,-121.292266845703,"water","South Delta",0,NA,0,NA
2013-01-15,37.77341,-121.29245,"water","South Delta",0,NA,0,NA
2013-01-15,38.04972,-121.41722,"water","South Delta",0,NA,NA,NA
2013-01-15,38.115582,-121.493797302246,"water","East Delta",0,NA,NA,NA
2013-01-15,38.1159,-121.4949,"water","East Delta",0,NA,NA,NA
2013-01-24,37.67555,-121.26547,"water","South Delta",0,NA,NA,NA
2013-01-24,37.676109,-121.266387939453,"water","South Delta",NA,0,NA,NA
2013-02-05,38.45602,-121.50134,"water","Sacramento River",0,0,NA,NA
2013-02-05,38.456112,-121.501388549805,"water","Sacramento River",NA,0,NA,NA
2013-02-05,38.459202,-121.5030975,"water","Sacramento River",0,NA,NA,NA
2013-02-07,37.67555,-121.26547,"water","South Delta",0,0,NA,NA
2013-02-07,37.676109,-121.266387939453,"water","South Delta",0,NA,NA,NA
2013-02-19,38.45602,-121.50134,"water","Sacramento River",NA,0,NA,NA
2013-02-19,38.456112,-121.501388549805,"water","Sacramento River",NA,0,NA,NA
2013-02-21,38.04972,-121.41722,"water","South Delta",NA,NA,0,NA
2013-02-21,38.115582,-121.493797302246,"water","East Delta",0,NA,NA,NA
2013-02-21,38.1159,-121.4949,"water","East Delta",0,NA,0,NA
