"Date","Latitude","Longitude","Subregion","cadmium_sediment","copper_sediment","ddd_sediment","dde_sediment","ddt_sediment","mercury_sediment","ph_sediment","selenium_sediment","endosulfan_sediment","nitrogen_sediment","oxygen_sediment","chlorpyrifos_sediment","diazinon_sediment","endosulfan_sulfate_sediment","salinity_sediment","fipronil_desulfinyl_sediment","fipronil_sulfide_sediment","fipronil_sulfone_sediment","bifenthrin_sediment","cyfluthrin_sediment","esfenvalerate_sediment","temperature_sediment","fipronil_sediment","atrazine_sediment","sodium_sediment","malathion_sediment","phosphorus_sediment","dichlorvos_sediment","phorate_sediment","fipronil_desulfinyl_amide_sediment","electricalconductivity_sediment","molinate_sediment","myclobutanil_sediment","propanil_sediment","pyridaben_sediment","thiobencarb_sediment","triadimefon_sediment","diazoxon_sediment","oxyfluorfen_sediment"
1995-02-16,38.020542,-121.806266784668,"Confluence",218,39696,0,0.01245,0,342.81,6.48,455,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1995-02-16,38.050999,-122.098999023438,"Suisun Bay",119,14574,0.05255,0.06675,0,47.319,7.46,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1995-02-16,38.0597,-121.811264038086,"Confluence",265,20715,0.09165,0.1263,0.0108,57.589,7.01,131,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1995-02-16,38.067001,-121.93399810791,"Suisun Bay",366,63531,0.35945,0.53,0,324.12,7.44,548,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1995-02-16,38.115517,-122.040473937988,"Suisun Bay",303,59656,0.30685,0.24065,0.0334,337.5,7.32,565,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1995-08-24,38.020542,-121.806266784668,"Confluence",201,35200,0,0,0,423.27,6.32,369,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1995-08-24,38.050999,-122.098999023438,"Suisun Bay",111,15200,0.345,0.305,0.04,90.708,7.76,142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1995-08-24,38.0597,-121.811264038086,"Confluence",263,21800,0.28,0.28,0,54.519,7.22,135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1995-08-24,38.067001,-121.93399810791,"Suisun Bay",264,45300,1.185,0.915,0.07,347.83,6.82,440,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1995-08-24,38.115517,-122.040473937988,"Suisun Bay",262,39800,1.245,0.805,0.235,343.59,7.45,338,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1995-10-25,38.45602,-121.50134,"Sacramento River",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996-02-15,38.020542,-121.806266784668,"Confluence",444.7,47452,0,0.03,0,391,5.92,315,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996-02-15,38.050999,-122.098999023438,"Suisun Bay",204.4,25225,0.185,0.17,0.045,36.4,6.81,74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996-02-15,38.0597,-121.811264038086,"Confluence",224.6,23171,0.08,0.15,0,109,7.2,150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996-02-15,38.067001,-121.93399810791,"Suisun Bay",422.3,68633,0.67,1.01,0.205,245,7.39,280,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996-02-15,38.115517,-122.040473937988,"Suisun Bay",401.6,64868,1.3,1.48,0.38,250,7.45,272,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996-08-06,38.020542,-121.806266784668,"Confluence",218,40300,0,0,0,387,7.6,324,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996-08-06,38.050999,-122.098999023438,"Suisun Bay",144,25600,0.185,0.24,0.09,96.1,6.95,142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996-08-06,38.0597,-121.811264038086,"Confluence",358,34300,0,0.075,0,31.4,7.02,84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996-08-06,38.067001,-121.93399810791,"Suisun Bay",266,51500,0.605,0.67,0,281,7.13,322,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996-08-06,38.115517,-122.040473937988,"Suisun Bay",265,52700,0.83,0.695,2.78,288,7.51,338,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1997-01-30,38.020542,-121.806266784668,"Confluence",390,53600,0.264,0.2035,1.202,525.67,6.65,537.936,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1997-01-30,38.050999,-122.098999023438,"Suisun Bay",100,NA,0.2335,0.304,0.996,50.9266,7.18,62.2436,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1997-01-30,38.0597,-121.811264038086,"Confluence",160,NA,2.355,0.372,0.64285,44.6622,6.85,59.0693,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1997-01-30,38.067001,-121.93399810791,"Suisun Bay",340,64200,1.242,2.337,1.089,256.818,7.12,302.273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1997-01-30,38.115517,-122.040473937988,"Suisun Bay",280,58000,1.525,1.432,1.4115,291.011,7.15,274.583,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1997-08-07,38.020542,-121.806266784668,"Confluence",120,14000,0.2295,0.23,0.24075,22.8,7.45,77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1997-08-07,38.050999,-122.098999023438,"Suisun Bay",130,21800,0.432,0.681,0.16805,92.1826,7.72,151,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1997-08-07,38.0597,-121.811264038086,"Confluence",180,14300,0.20795,0.268,0.14455,30.7,7.44,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1997-08-07,38.067001,-121.93399810791,"Suisun Bay",330,58000,0.923,1.214,0.5795,288,7.1,340,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1997-08-07,38.115517,-122.040473937988,"Suisun Bay",300,59800,1.5505,1.818,2.996,290,6.91,316,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1998-02-05,38.020542,-121.806266784668,"Confluence",210,41100,0.2725,0.21,0.107,368.243,7.54,314.189,NA,0.024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1998-02-05,38.050999,-122.098999023438,"Suisun Bay",160,17800,0.5215,0.5005,0.0955,67.7732,5.48,88.5201,NA,0.035,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1998-02-05,38.0597,-121.811264038086,"Confluence",260,30300,0.3415,0.5795,0.0941,78.7611,7.78,134.218,NA,0.048,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1998-02-05,38.067001,-121.93399810791,"Suisun Bay",380,75100,2.2925,2.757,0.998,281.928,7.53,293.976,NA,0.161,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1998-02-05,38.115517,-122.040473937988,"Suisun Bay",340,61000,1.794,1.64,0.628,301.02,7.62,323.98,NA,0.132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1998-07-30,38.020542,-121.806266784668,"Confluence",240,34800,0.805,1.175,0.2,143,6.81,170,NA,0.094,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1998-07-30,38.050999,-122.098999023438,"Suisun Bay",140,23100,0.52,0.975,0.2,76.2,7.09,101,NA,0.046,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1998-07-30,38.0597,-121.811264038086,"Confluence",130,13300,0.52,0.405,0.2,29.3,7.66,55,NA,0.154,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1998-07-30,38.067001,-121.93399810791,"Suisun Bay",300,61400,1.94,2.275,0.2,332,7.71,299,NA,0.163,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1998-07-30,38.115517,-122.040473937988,"Suisun Bay",260,61800,1.09,1.475,0.2,287,6.92,327,NA,0.149,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1999-02-11,38.020542,-121.806266784668,"Confluence",230.8,23594.4,0.177,0.2635,0.12435,190,7.63,167,NA,0.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1999-02-11,38.050999,-122.098999023438,"Suisun Bay",347,20583.2,0.177,0.655,0.2015,62.1,NA,87,NA,0.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1999-02-11,38.0597,-121.811264038086,"Confluence",234,16522.4,0.177,0.2745,0.12435,31,7.73,69,NA,0.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1999-02-11,38.067001,-121.93399810791,"Suisun Bay",351.3,56588.1,1.1745,1.995,1.35235,239,NA,271,NA,0.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1999-02-11,38.115517,-122.040473937988,"Suisun Bay",469.5,65609.9,1.5595,1.925,2.31485,335,7.6,376,NA,0.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1999-07-22,38.020542,-121.806266784668,"Confluence",NA,19329.5,0.177,0.152,0.12435,92,7.63,100,NA,0.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1999-07-22,38.050999,-122.098999023438,"Suisun Bay",NA,22498.6,0.2935,0.3295,0.714,88,7.54,110,NA,0.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1999-07-22,38.0597,-121.811264038086,"Confluence",NA,18465.6,0.177,0.2015,0.55485,NA,7.73,60,NA,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1999-07-22,38.067001,-121.93399810791,"Suisun Bay",NA,55118.7,0.3375,0.5105,0.83485,254,7.32,270,NA,0.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1999-07-22,38.115517,-122.040473937988,"Suisun Bay",NA,54942.3,0.177,0.755,1.4855,294,7.13,320,NA,0.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000-07-13,38.05282,-121.98606,"Suisun Bay",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000-07-14,38.09154,-122.05425,"Suisun Bay",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000-07-14,38.135,-122.0411,"Suisun Bay",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000-07-20,38.020542,-121.806266784668,"Confluence",281,39675,0.285,0.242,0.423,131.874,6.88,332,NA,0.046,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000-07-20,38.050999,-122.098999023438,"Suisun Bay",138,21882,0.428,0.3975,0.31435,91.1824,7.4,98,NA,0.076,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000-07-20,38.0597,-121.811264038086,"Confluence",188.448,24316.2,0.286,0.3445,0.23475,0.0271231,7.11,96,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000-07-20,38.067001,-121.93399810791,"Suisun Bay",430,67724,1.132,0.976,0.6675,0.301687,6.98,346,NA,0.213,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000-07-20,38.115517,-122.040473937988,"Suisun Bay",359,51340,1.2675,1.142,0.6435,240.075,7.23,362,NA,0.177,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001-02-16,38.115517,-122.040473937988,"Suisun Bay",NA,NA,NA,NA,NA,NA,7.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001-08-09,38.020542,-121.806266784668,"Confluence",160,28270,0.253,0.3105,0.17785,0.0712354,7.2,100,NA,0.0382074,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001-08-09,38.050999,-122.098999023438,"Suisun Bay",170,23420,0.246,0.3315,0.17295,0.265821,7.19,134,NA,0.0446147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001-08-09,38.0597,-121.811264038086,"Confluence",160,18950,0.2245,0.2295,0.15775,40.2122,7.09,65,NA,0.0271689,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001-08-09,38.067001,-121.93399810791,"Suisun Bay",290,70670,1.002,1.171,0.4975,310.715,7,299,NA,0.144918,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001-08-09,38.115517,-122.040473937988,"Suisun Bay",350,69130,1.0615,1.208,0.78,0.109455,7.11,333,NA,0.157325,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2002-07-31,38.020542,-121.806266784668,"Confluence",310,20590,0.266,0.301,0.0223,49.3291,7.14,86.5545,NA,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2002-07-31,38.051636,-122.076965332031,"Suisun Bay",590,47070,2.53,2.6405,0.15455,317.883,7.41,320.138,NA,0.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2002-07-31,38.0597,-121.811264038086,"Confluence",260,11260,0.447,0.4113,0.03878,22.2228,7.27,86.2409,NA,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2002-07-31,38.069492,-121.93724822998,"Suisun Bay",450,56770,0.5085,0.4548,0.04275,343.393,7.15,310.337,NA,0.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2002-07-31,38.073215,-122.015716552734,"Suisun Bay",460,22550,0.944,1.36715,0.0993,0,7.3,582.848,NA,0.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2002-07-31,38.083275,-122.02628326416,"Suisun Bay",350,50120,1.6045,1.039,0.12295,0.233528,7.1,364.733,NA,0.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2002-07-31,38.115517,-122.040473937988,"Suisun Bay",520,55590,0.7545,0.60065,0.04575,239.627,7.09,306.629,NA,0.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2002-08-01,38.065517,-122.097038269043,"Suisun Bay",210,18210,0.5875,0.62655,0.06875,96.0095,7.39,124.109,NA,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2002-08-01,38.093533,-122.065467834473,"Suisun Bay",210,24360,0.13675,0.1313,0.01825,69.5599,7.51,236.751,NA,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2002-08-01,38.099449,-122.046577453613,"Suisun Bay",280,19000,0.12315,0.114325,0.0136,43.1453,7.15,158.792,NA,0.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2002-08-01,38.110744,-122.048728942871,"Suisun Bay",400,56320,0.9845,0.99985,0.0975,267.703,7.18,322.727,NA,0.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2002-08-21,38.051,-122.126,"Suisun Bay",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2002-09-18,38.2361,-121.419,"Central Delta",NA,NA,NA,NA,NA,NA,7.82,NA,NA,NA,7.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2002-09-24,37.7856,-121.535,"South Delta",NA,NA,NA,NA,NA,NA,8.19,NA,NA,NA,6.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2002-09-27,38.101,-122.092,"Suisun Bay",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2002-10-11,38.056,-121.896,"Suisun Bay",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2002-10-12,38.153,-121.922,"Suisun Bay",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2002-10-15,38.046,-122.072,"Suisun Bay",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2002-11-12,38.119,-122.07,"Suisun Bay",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003-04-09,38.2361,-121.419,"Central Delta",NA,NA,NA,NA,NA,NA,7.68,NA,NA,NA,7.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003-04-15,37.877,-121.377,"Central Delta",NA,NA,NA,NA,NA,NA,7.9,NA,NA,NA,3.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003-04-15,37.9416,-121.369,"Central Delta",NA,NA,NA,NA,NA,NA,8.23,NA,NA,NA,5.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003-04-21,38.01589,-121.83952,"Confluence",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003-04-21,38.016499,-121.838813781738,"Confluence",876,54900,0,1.225,0,135,NA,NA,0,NA,NA,3.85,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003-04-21,38.0165,-121.839,"Confluence",NA,NA,NA,NA,NA,NA,8.1,NA,NA,NA,7.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003-04-29,37.9029,-121.605,"Central Delta",NA,NA,NA,NA,NA,NA,7.92,NA,NA,NA,5.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
