"Date","Latitude","Longitude","Subregion","cadmium_sediment","copper_sediment","ddd_sediment","dde_sediment","ddt_sediment","mercury_sediment","ph_sediment","selenium_sediment","endosulfan_sediment","nitrogen_sediment","oxygen_sediment","chlorpyrifos_sediment","diazinon_sediment","endosulfan_sulfate_sediment","salinity_sediment","fipronil_desulfinyl_sediment","fipronil_sulfide_sediment","fipronil_sulfone_sediment","bifenthrin_sediment","cyfluthrin_sediment","esfenvalerate_sediment","temperature_sediment","fipronil_sediment","atrazine_sediment","sodium_sediment","malathion_sediment","phosphorus_sediment","dichlorvos_sediment","phorate_sediment","fipronil_desulfinyl_amide_sediment","electricalconductivity_sediment","molinate_sediment","myclobutanil_sediment","propanil_sediment","pyridaben_sediment","thiobencarb_sediment","triadimefon_sediment","diazoxon_sediment","oxyfluorfen_sediment"
2013-03-19,37.9475,-121.743,"Confluence",NA,NA,NA,NA,NA,NA,8.16,NA,NA,NA,8.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-03-19,37.9674,-121.464,"Central Delta",NA,NA,NA,NA,NA,NA,8.15,NA,NA,NA,8.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-03-19,38.0505,-121.418,"Central Delta",NA,NA,NA,NA,NA,NA,8.39,NA,NA,NA,7.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-03-19,38.1156,-121.494,"Central Delta",NA,NA,NA,NA,NA,NA,8.22,NA,NA,NA,8.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-04-16,38.306801,-121.693397521973,"North Delta",NA,NA,NA,NA,NA,NA,8.31,NA,NA,NA,9.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-04-16,38.415699,-121.675201416016,"North Delta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.35,0,NA,NA,NA,NA,NA,8.6,0,0.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-04-16,38.4157,-121.6752,"North Delta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,8.6,0,0.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-04-16,38.4157,-121.675,"North Delta",NA,NA,NA,NA,NA,NA,7.68,NA,NA,NA,8.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-05-22,38.01589,-121.83952,"Confluence",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,0,0,7.42,3.21,0,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-05-22,38.016499,-121.838813781738,"Confluence",350,32400,0,0,0,50,NA,NA,0,NA,NA,0,0,NA,NA,0.27,0.51,0.52,7.42,3.21,0.407,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-05-22,38.0165,-121.839,"Confluence",NA,NA,NA,NA,NA,NA,8.32,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-06-25,37.99107,-121.696258544922,"Confluence",200,41900,1.324,9.2,0.3605,26,NA,NA,0,NA,NA,0,0,NA,NA,0,0.196,1.37,42.8,5.37,0.429,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-06-25,37.9911,-121.696,"Confluence",NA,NA,NA,NA,NA,NA,8.03,NA,NA,NA,4.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-06-25,37.99151,-121.7083,"Confluence",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,0,1.37,42.8,5.37,0,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-07-09,37.9523,-121.696,"Confluence",NA,NA,NA,NA,NA,NA,7.5,NA,NA,NA,7.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-07-09,37.952328,-121.696357727051,"Confluence",200,34000,0,6.5,0,82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,1.4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-07-09,37.952328,-121.6963577,"Confluence",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,1.4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-08-07,38.01589,-121.83952,"Confluence",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1.41,1.65,4.17,0,0,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-08-07,38.016499,-121.838813781738,"Confluence",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.882,1.41,1.65,4.17,1.63,0,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-08-07,38.0165,-121.839,"Confluence",NA,NA,NA,NA,NA,NA,7.79,NA,NA,NA,6.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-08-22,38.3831,-121.521,"Sacramento River",NA,NA,NA,NA,NA,NA,7.66,NA,NA,NA,6.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-08-22,38.383118,-121.520576477051,"Sacramento River",430,32800,0.1685,0.895,0.1465,66,NA,NA,0,NA,NA,0,0,NA,NA,NA,NA,NA,0.64,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-08-22,38.38312,-121.52057,"Sacramento River",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,NA,NA,NA,0.64,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-08-22,38.415699,-121.675201416016,"North Delta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.35,0,NA,NA,NA,NA,NA,0.92,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-08-22,38.4157,-121.6752,"North Delta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0.92,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-08-22,38.4157,-121.675,"North Delta",NA,NA,NA,NA,NA,NA,7.83,NA,NA,NA,8.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-08-22,38.450039,-121.693649291992,"North Delta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.44,0,NA,NA,NA,NA,NA,0.55,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-08-22,38.45004,-121.69365,"North Delta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.44,0,NA,NA,NA,NA,NA,0.55,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-08-22,38.452278,-121.70970916748,"North Delta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-08-22,38.45228,-121.70971,"North Delta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-08-22,38.45475,-121.68433380127,"North Delta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.25,0,NA,NA,NA,NA,NA,0.11,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-08-22,38.45475,-121.68433,"North Delta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-09-04,38.2361,-121.419,"Central Delta",NA,NA,NA,NA,NA,NA,7.68,NA,NA,NA,7.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-09-04,38.236111,-121.418891906738,"Central Delta",280,17000,0.1335,0.4295,0,33,NA,NA,0,NA,NA,0,0,NA,NA,NA,NA,NA,0.68,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-09-04,38.236111,-121.4188919,"Central Delta",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,NA,NA,NA,0.68,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-09-17,37.7705,-121.292,"South Delta",NA,NA,NA,NA,NA,NA,8.31,NA,NA,NA,8.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-09-17,37.8208,-121.5,"Central Delta",NA,NA,NA,NA,NA,NA,8.25,NA,NA,NA,8.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-09-17,37.8418,-121.53,"Central Delta",NA,NA,NA,NA,NA,NA,8.61,NA,NA,NA,8.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-09-17,37.8819,-121.652,"Central Delta",NA,NA,NA,NA,NA,NA,7.81,NA,NA,NA,8.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-09-17,37.9475,-121.743,"Confluence",NA,NA,NA,NA,NA,NA,8.22,NA,NA,NA,8.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-09-17,37.9674,-121.464,"Central Delta",NA,NA,NA,NA,NA,NA,7.65,NA,NA,NA,7.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-09-17,38.0601,-121.499,"Central Delta",NA,NA,NA,NA,NA,NA,8.89,NA,NA,NA,7.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-09-17,38.115582,-121.493797302246,"Central Delta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.8,NA,NA,NA,NA,NA,NA,5.8,0,0.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-09-17,38.1156,-121.494,"Central Delta",NA,NA,NA,NA,NA,NA,8.5,NA,NA,NA,8.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-09-17,38.1159,-121.4949,"Central Delta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.8,NA,NA,NA,NA,NA,NA,5.8,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-10-22,38.01589,-121.83952,"Confluence",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1.84,1.41,11.9,0,0,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-10-22,38.016499,-121.838813781738,"Confluence",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.874,1.84,1.41,11.9,1.89,0,NA,0.4,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-10-22,38.0165,-121.839,"Confluence",NA,NA,NA,NA,NA,NA,8.06,NA,NA,NA,7.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-02-12,38.01589,-121.83952,"Confluence",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.06,1.96,2.52,15.7,5.02,0,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-02-12,38.016499,-121.838813781738,"Confluence",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.06,1.96,2.52,15.7,5.02,0,NA,0.397,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-02-12,38.0165,-121.839,"Confluence",NA,NA,NA,NA,NA,NA,7.79,NA,NA,NA,6.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-03-05,37.7705,-121.292,"South Delta",NA,NA,NA,NA,NA,NA,8.3,NA,NA,NA,7.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-03-05,37.8208,-121.5,"Central Delta",NA,NA,NA,NA,NA,NA,8.14,NA,NA,NA,7.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-03-05,37.8418,-121.53,"Central Delta",NA,NA,NA,NA,NA,NA,8.19,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-03-05,37.8819,-121.652,"Central Delta",NA,NA,NA,NA,NA,NA,8.33,NA,NA,NA,8.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-03-05,37.9475,-121.743,"Confluence",NA,NA,NA,NA,NA,NA,7.95,NA,NA,NA,7.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-03-05,37.9674,-121.464,"Central Delta",NA,NA,NA,NA,NA,NA,8.1,NA,NA,NA,8.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-03-05,37.9792,-121.57,"Central Delta",NA,NA,NA,NA,NA,NA,8.26,NA,NA,NA,8.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-03-05,38.0601,-121.499,"Central Delta",NA,NA,NA,NA,NA,NA,8.26,NA,NA,NA,8.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-03-05,38.1156,-121.494,"Central Delta",NA,NA,NA,NA,NA,NA,8.28,NA,NA,NA,7.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-04-15,38.239899,-121.564903259277,"Sacramento River",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.2,0,NA,NA,NA,NA,NA,0,0,0.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-04-15,38.2399,-121.565,"Sacramento River",NA,NA,NA,NA,NA,NA,7.28,NA,NA,NA,5.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-04-15,38.2399,-121.5649,"Sacramento River",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-04-15,38.3068,-121.693,"North Delta",NA,NA,NA,NA,NA,NA,7.35,NA,NA,NA,6.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-04-15,38.306999,-121.7941971,"North Delta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,2,1.4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-04-15,38.306999,-121.79419708252,"North Delta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.31,0,NA,NA,NA,NA,NA,2,1.4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-04-15,38.307,-121.794,"North Delta",NA,NA,NA,NA,NA,NA,7.18,NA,NA,NA,4.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-04-15,38.415699,-121.675201416016,"North Delta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,1.1,0,0.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-04-15,38.4157,-121.6752,"North Delta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,1.1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-04-15,38.4157,-121.675,"North Delta",NA,NA,NA,NA,NA,NA,7.82,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-05-21,38.01589,-121.83952,"Confluence",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1.54,6.64,0,0,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-05-21,38.016499,-121.838813781738,"Confluence",NA,30200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.629,0,1.54,6.64,1.98,0,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-05-21,38.0165,-121.839,"Confluence",NA,NA,NA,NA,NA,NA,7.92,NA,NA,NA,6.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-06-24,37.99107,-121.696258544922,"Confluence",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0.33,39.5,4.19,0,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-06-24,37.9911,-121.696,"Confluence",NA,NA,NA,NA,NA,NA,7.82,NA,NA,NA,7.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-06-24,37.99151,-121.7083,"Confluence",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,39.5,4.19,0,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-08-06,38.01589,-121.83952,"Confluence",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1.4,7.77,0,0,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-08-06,38.016499,-121.838813781738,"Confluence",NA,11100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.818,1.02,1.4,7.77,1.94,0,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-08-06,38.0165,-121.839,"Confluence",NA,NA,NA,NA,NA,NA,7.27,NA,NA,NA,5.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-08-06,38.09317,-122.06359,"Suisun Bay",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.219,0,0.14,NA,NA,NA,NA,0.0146,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-08-12,38.065517,-122.097038269043,"Suisun Bay",107.033,22826.6,0.18995,0.20075,0,83.7,NA,99,NA,0.05,NA,NA,NA,NA,NA,0.0462,0.0054,0.0229,NA,NA,NA,NA,0.0125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-08-12,38.06552,-122.09704,"Suisun Bay",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0462,NA,0.0229,NA,NA,NA,NA,0.0125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-08-12,38.07339,-122.08813,"Suisun Bay",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0332,0,0.0155,NA,NA,NA,NA,0.0098,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-08-12,38.073391,-122.08812713623,"Suisun Bay",106.554,18208.7,0.12725,0.1972,0.003455,0.037,NA,78,NA,0.03,NA,NA,NA,NA,NA,0.0332,0.0037,0.0155,NA,NA,NA,NA,0.0098,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-08-12,38.09317,-122.063591003418,"Suisun Bay",241.872,43160.3,0,0.0149,0,50.6,NA,110,NA,0.2,NA,NA,NA,NA,NA,0.0934,0.0095,0.0257,NA,NA,NA,NA,0.0502,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-08-12,38.09317,-122.06359,"Suisun Bay",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0934,0,0.0257,NA,NA,NA,NA,0.0502,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-08-12,38.11074,-122.04873,"Suisun Bay",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.121,0.0301,0.0756,NA,NA,NA,NA,0.0427,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-08-12,38.110744,-122.048728942871,"Suisun Bay",252.852,50928.8,0.6765,0.8665,0.0628,0.179,NA,174,NA,0.12,NA,NA,NA,NA,NA,0.121,0.0301,0.0756,NA,NA,NA,NA,0.0427,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-08-12,38.115517,-122.040473937988,"Suisun Bay",208.442,51078.3,0.726,0.9577,0.08715,213,NA,159,NA,0.13,NA,NA,NA,NA,NA,0.0544,0.0133,0.044,NA,NA,NA,NA,0.0087,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-08-12,38.11611,-122.03861,"Suisun Bay",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0544,0.0133,0.044,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-08-13,38.020542,-121.806266784668,"Confluence",293.59,46556.8,0.781,0.36435,0,326,NA,214,NA,0.06,NA,NA,NA,NA,NA,0.0101,0,0.0039,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-08-13,38.05944,-121.80972,"Confluence",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0152,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-08-13,38.0597,-121.811264038086,"Confluence",252.791,30727.4,0.0228,0.0374,0,0.059,NA,107,NA,0.04,NA,NA,NA,NA,NA,0.0152,0.0037,0.0049,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-08-19,38.2399,-121.565,"Sacramento River",NA,NA,NA,NA,NA,NA,7.33,NA,NA,NA,8.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
